, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
3585,ARSON,2020-08-29,3,227
3586,ASSAULT,2020-08-29,62,227
3587,BATTERY,2020-08-29,148,227
3588,BURGLARY,2020-08-29,30,227
3589,CONCEALED CARRY LICENSE VIOLATION,2020-08-29,1,227
3590,CRIMINAL DAMAGE,2020-08-29,66,227
3591,CRIMINAL SEXUAL ASSAULT,2020-08-29,5,227
3592,CRIMINAL TRESPASS,2020-08-29,10,227
3593,DECEPTIVE PRACTICE,2020-08-29,28,227
3594,HOMICIDE,2020-08-29,3,227
3595,INTERFERENCE WITH PUBLIC OFFICER,2020-08-29,2,227
3596,KIDNAPPING,2020-08-29,1,227
3597,LIQUOR LAW VIOLATION,2020-08-29,2,227
3598,MOTOR VEHICLE THEFT,2020-08-29,27,227
3599,NARCOTICS,2020-08-29,16,227
3600,OFFENSE INVOLVING CHILDREN,2020-08-29,2,227
3601,OTHER OFFENSE,2020-08-29,36,227
3602,PUBLIC PEACE VIOLATION,2020-08-29,6,227
3603,ROBBERY,2020-08-29,14,227
3604,SEX OFFENSE,2020-08-29,4,227
3605,STALKING,2020-08-29,1,227
3606,THEFT,2020-08-29,130,227
3607,WEAPONS VIOLATION,2020-08-29,44,227
3608,ARSON,2020-08-30,5,100
3609,ASSAULT,2020-08-30,55,100
3610,BATTERY,2020-08-30,158,100
3611,BURGLARY,2020-08-30,25,100
3612,CONCEALED CARRY LICENSE VIOLATION,2020-08-30,2,100
3613,CRIMINAL DAMAGE,2020-08-30,89,100
3614,CRIMINAL SEXUAL ASSAULT,2020-08-30,2,100
3615,CRIMINAL TRESPASS,2020-08-30,9,100
3616,DECEPTIVE PRACTICE,2020-08-30,24,100
3617,HOMICIDE,2020-08-30,4,100
3618,INTERFERENCE WITH PUBLIC OFFICER,2020-08-30,3,100
3619,MOTOR VEHICLE THEFT,2020-08-30,25,100
3620,NARCOTICS,2020-08-30,22,100
3621,OFFENSE INVOLVING CHILDREN,2020-08-30,2,100
3622,OTHER NARCOTIC VIOLATION,2020-08-30,1,100
3623,OTHER OFFENSE,2020-08-30,37,100
3624,PROSTITUTION,2020-08-30,1,100
3625,PUBLIC INDECENCY,2020-08-30,1,100
3626,PUBLIC PEACE VIOLATION,2020-08-30,2,100
3627,ROBBERY,2020-08-30,33,100
3628,SEX OFFENSE,2020-08-30,1,100
3629,STALKING,2020-08-30,1,100
3630,THEFT,2020-08-30,102,100
3631,WEAPONS VIOLATION,2020-08-30,50,100
3632,ARSON,2020-08-31,2,406
3633,ASSAULT,2020-08-31,65,406
3634,BATTERY,2020-08-31,153,406
3635,BURGLARY,2020-08-31,19,406
3636,CONCEALED CARRY LICENSE VIOLATION,2020-08-31,1,406
3637,CRIMINAL DAMAGE,2020-08-31,98,406
3638,CRIMINAL SEXUAL ASSAULT,2020-08-31,3,406
3639,CRIMINAL TRESPASS,2020-08-31,18,406
3640,DECEPTIVE PRACTICE,2020-08-31,45,406
3641,HOMICIDE,2020-08-31,2,406
3642,INTERFERENCE WITH PUBLIC OFFICER,2020-08-31,1,406
3643,MOTOR VEHICLE THEFT,2020-08-31,25,406
3644,NARCOTICS,2020-08-31,11,406
3645,OFFENSE INVOLVING CHILDREN,2020-08-31,7,406
3646,OTHER OFFENSE,2020-08-31,40,406
3647,PUBLIC PEACE VIOLATION,2020-08-31,3,406
3648,ROBBERY,2020-08-31,27,406
3649,SEX OFFENSE,2020-08-31,3,406
3650,THEFT,2020-08-31,136,406
3651,WEAPONS VIOLATION,2020-08-31,28,406
3652,ARSON,2020-09-01,2,330
3653,ASSAULT,2020-09-01,56,330
3654,BATTERY,2020-09-01,85,330
3655,BURGLARY,2020-09-01,25,330
3656,CRIMINAL DAMAGE,2020-09-01,69,330
3657,CRIMINAL SEXUAL ASSAULT,2020-09-01,6,330
3658,CRIMINAL TRESPASS,2020-09-01,14,330
3659,DECEPTIVE PRACTICE,2020-09-01,58,330
3660,HOMICIDE,2020-09-01,1,330
3661,KIDNAPPING,2020-09-01,1,330
3662,MOTOR VEHICLE THEFT,2020-09-01,31,330
3663,NARCOTICS,2020-09-01,18,330
3664,OBSCENITY,2020-09-01,1,330
3665,OFFENSE INVOLVING CHILDREN,2020-09-01,14,330
3666,OTHER OFFENSE,2020-09-01,43,330
3667,ROBBERY,2020-09-01,29,330
3668,SEX OFFENSE,2020-09-01,6,330
3669,STALKING,2020-09-01,1,330
3670,THEFT,2020-09-01,136,330
3671,WEAPONS VIOLATION,2020-09-01,29,330
3672,ASSAULT,2020-09-02,54,399
3673,BATTERY,2020-09-02,123,399
3674,BURGLARY,2020-09-02,15,399
3675,CONCEALED CARRY LICENSE VIOLATION,2020-09-02,1,399
3676,CRIMINAL DAMAGE,2020-09-02,59,399
3677,CRIMINAL TRESPASS,2020-09-02,15,399
3678,DECEPTIVE PRACTICE,2020-09-02,35,399
3679,HOMICIDE,2020-09-02,2,399
3680,INTERFERENCE WITH PUBLIC OFFICER,2020-09-02,1,399
3681,KIDNAPPING,2020-09-02,1,399
3682,LIQUOR LAW VIOLATION,2020-09-02,1,399
3683,MOTOR VEHICLE THEFT,2020-09-02,36,399
3684,NARCOTICS,2020-09-02,11,399
3685,OFFENSE INVOLVING CHILDREN,2020-09-02,5,399
3686,OTHER OFFENSE,2020-09-02,36,399
3687,PUBLIC PEACE VIOLATION,2020-09-02,3,399
3688,ROBBERY,2020-09-02,24,399
3689,SEX OFFENSE,2020-09-02,1,399
3690,THEFT,2020-09-02,125,399
3691,WEAPONS VIOLATION,2020-09-02,19,399
3692,ARSON,2020-09-03,2,336
3693,ASSAULT,2020-09-03,62,336
3694,BATTERY,2020-09-03,110,336
3695,BURGLARY,2020-09-03,17,336
3696,CONCEALED CARRY LICENSE VIOLATION,2020-09-03,1,336
3697,CRIMINAL DAMAGE,2020-09-03,67,336
3698,CRIMINAL SEXUAL ASSAULT,2020-09-03,3,336
3699,CRIMINAL TRESPASS,2020-09-03,13,336
3700,DECEPTIVE PRACTICE,2020-09-03,33,336
3701,HOMICIDE,2020-09-03,5,336
3702,INTERFERENCE WITH PUBLIC OFFICER,2020-09-03,1,336
3703,INTIMIDATION,2020-09-03,1,336
3704,LIQUOR LAW VIOLATION,2020-09-03,1,336
3705,MOTOR VEHICLE THEFT,2020-09-03,26,336
3706,NARCOTICS,2020-09-03,13,336
3707,OFFENSE INVOLVING CHILDREN,2020-09-03,5,336
3708,OTHER OFFENSE,2020-09-03,30,336
3709,ROBBERY,2020-09-03,25,336
3710,SEX OFFENSE,2020-09-03,3,336
3711,STALKING,2020-09-03,2,336
3712,THEFT,2020-09-03,119,336
3713,WEAPONS VIOLATION,2020-09-03,21,336
3714,ARSON,2020-09-04,1,384
3715,ASSAULT,2020-09-04,59,384
3716,BATTERY,2020-09-04,119,384
3717,BURGLARY,2020-09-04,22,384
3718,CONCEALED CARRY LICENSE VIOLATION,2020-09-04,1,384
3719,CRIMINAL DAMAGE,2020-09-04,86,384
3720,CRIMINAL SEXUAL ASSAULT,2020-09-04,2,384
3721,CRIMINAL TRESPASS,2020-09-04,12,384
3722,DECEPTIVE PRACTICE,2020-09-04,43,384
3723,HOMICIDE,2020-09-04,3,384
3724,INTERFERENCE WITH PUBLIC OFFICER,2020-09-04,2,384
3725,INTIMIDATION,2020-09-04,1,384
3726,MOTOR VEHICLE THEFT,2020-09-04,29,384
3727,NARCOTICS,2020-09-04,17,384
3728,OFFENSE INVOLVING CHILDREN,2020-09-04,8,384
3729,OTHER OFFENSE,2020-09-04,32,384
3730,PUBLIC PEACE VIOLATION,2020-09-04,3,384
3731,ROBBERY,2020-09-04,18,384
3732,SEX OFFENSE,2020-09-04,3,384
3733,STALKING,2020-09-04,3,384
3734,THEFT,2020-09-04,143,384
3735,WEAPONS VIOLATION,2020-09-04,35,384
3736,ARSON,2020-09-05,2,197
3737,ASSAULT,2020-09-05,70,197
3738,BATTERY,2020-09-05,147,197
3739,BURGLARY,2020-09-05,19,197
3740,CONCEALED CARRY LICENSE VIOLATION,2020-09-05,1,197
3741,CRIMINAL DAMAGE,2020-09-05,73,197
3742,CRIMINAL SEXUAL ASSAULT,2020-09-05,3,197
3743,CRIMINAL TRESPASS,2020-09-05,13,197
3744,DECEPTIVE PRACTICE,2020-09-05,35,197
3745,INTERFERENCE WITH PUBLIC OFFICER,2020-09-05,1,197
3746,KIDNAPPING,2020-09-05,1,197
3747,MOTOR VEHICLE THEFT,2020-09-05,31,197
3748,NARCOTICS,2020-09-05,22,197
3749,OFFENSE INVOLVING CHILDREN,2020-09-05,4,197
3750,OTHER OFFENSE,2020-09-05,40,197
3751,PUBLIC PEACE VIOLATION,2020-09-05,3,197
3752,ROBBERY,2020-09-05,17,197
3753,SEX OFFENSE,2020-09-05,8,197
3754,THEFT,2020-09-05,127,197
3755,WEAPONS VIOLATION,2020-09-05,50,197
3756,ARSON,2020-09-06,2,141
3757,ASSAULT,2020-09-06,54,141
3758,BATTERY,2020-09-06,149,141
3759,BURGLARY,2020-09-06,25,141
3760,CRIMINAL DAMAGE,2020-09-06,80,141
3761,CRIMINAL SEXUAL ASSAULT,2020-09-06,3,141
3762,CRIMINAL TRESPASS,2020-09-06,17,141
3763,DECEPTIVE PRACTICE,2020-09-06,29,141
3764,HOMICIDE,2020-09-06,6,141
3765,INTERFERENCE WITH PUBLIC OFFICER,2020-09-06,2,141
3766,LIQUOR LAW VIOLATION,2020-09-06,1,141
3767,MOTOR VEHICLE THEFT,2020-09-06,24,141
3768,NARCOTICS,2020-09-06,17,141
3769,OFFENSE INVOLVING CHILDREN,2020-09-06,4,141
3770,OTHER OFFENSE,2020-09-06,33,141
3771,PROSTITUTION,2020-09-06,7,141
3772,PUBLIC PEACE VIOLATION,2020-09-06,3,141
3773,ROBBERY,2020-09-06,25,141
3774,SEX OFFENSE,2020-09-06,3,141
3775,THEFT,2020-09-06,94,141
3776,WEAPONS VIOLATION,2020-09-06,63,141
3777,ARSON,2020-09-07,4,72
3778,ASSAULT,2020-09-07,59,72
3779,BATTERY,2020-09-07,127,72
3780,BURGLARY,2020-09-07,19,72
3781,CONCEALED CARRY LICENSE VIOLATION,2020-09-07,1,72
3782,CRIMINAL DAMAGE,2020-09-07,63,72
3783,CRIMINAL SEXUAL ASSAULT,2020-09-07,2,72
3784,CRIMINAL TRESPASS,2020-09-07,12,72
3785,DECEPTIVE PRACTICE,2020-09-07,18,72
3786,HOMICIDE,2020-09-07,4,72
3787,INTERFERENCE WITH PUBLIC OFFICER,2020-09-07,4,72
3788,INTIMIDATION,2020-09-07,2,72
3789,KIDNAPPING,2020-09-07,1,72
3790,LIQUOR LAW VIOLATION,2020-09-07,1,72
3791,MOTOR VEHICLE THEFT,2020-09-07,21,72
3792,NARCOTICS,2020-09-07,30,72
3793,OFFENSE INVOLVING CHILDREN,2020-09-07,5,72
3794,OTHER OFFENSE,2020-09-07,43,72
3795,PROSTITUTION,2020-09-07,9,72
3796,PUBLIC PEACE VIOLATION,2020-09-07,1,72
3797,ROBBERY,2020-09-07,29,72
3798,SEX OFFENSE,2020-09-07,1,72
3799,THEFT,2020-09-07,103,72
3800,WEAPONS VIOLATION,2020-09-07,36,72
3801,ARSON,2020-09-08,2,365
3802,ASSAULT,2020-09-08,44,365
3803,BATTERY,2020-09-08,72,365
3804,BURGLARY,2020-09-08,24,365
3805,CONCEALED CARRY LICENSE VIOLATION,2020-09-08,1,365
3806,CRIMINAL DAMAGE,2020-09-08,74,365
3807,CRIMINAL SEXUAL ASSAULT,2020-09-08,3,365
3808,CRIMINAL TRESPASS,2020-09-08,15,365
3809,DECEPTIVE PRACTICE,2020-09-08,43,365
3810,HOMICIDE,2020-09-08,2,365
3811,INTERFERENCE WITH PUBLIC OFFICER,2020-09-08,1,365
3812,INTIMIDATION,2020-09-08,1,365
3813,KIDNAPPING,2020-09-08,1,365
3814,MOTOR VEHICLE THEFT,2020-09-08,29,365
3815,NARCOTICS,2020-09-08,14,365
3816,OFFENSE INVOLVING CHILDREN,2020-09-08,4,365
3817,OTHER OFFENSE,2020-09-08,40,365
3818,PUBLIC PEACE VIOLATION,2020-09-08,1,365
3819,ROBBERY,2020-09-08,24,365
3820,SEX OFFENSE,2020-09-08,1,365
3821,STALKING,2020-09-08,1,365
3822,THEFT,2020-09-08,124,365
3823,WEAPONS VIOLATION,2020-09-08,18,365
3824,ARSON,2020-09-09,2,400
3825,ASSAULT,2020-09-09,41,400
3826,BATTERY,2020-09-09,88,400
3827,BURGLARY,2020-09-09,18,400
3828,CRIMINAL DAMAGE,2020-09-09,65,400
3829,CRIMINAL SEXUAL ASSAULT,2020-09-09,4,400
3830,CRIMINAL TRESPASS,2020-09-09,5,400
3831,DECEPTIVE PRACTICE,2020-09-09,36,400
3832,INTERFERENCE WITH PUBLIC OFFICER,2020-09-09,2,400
3833,INTIMIDATION,2020-09-09,1,400
3834,KIDNAPPING,2020-09-09,1,400
3835,LIQUOR LAW VIOLATION,2020-09-09,1,400
3836,MOTOR VEHICLE THEFT,2020-09-09,36,400
3837,NARCOTICS,2020-09-09,15,400
3838,OFFENSE INVOLVING CHILDREN,2020-09-09,2,400
3839,OTHER OFFENSE,2020-09-09,30,400
3840,PUBLIC PEACE VIOLATION,2020-09-09,2,400
3841,ROBBERY,2020-09-09,30,400
3842,SEX OFFENSE,2020-09-09,3,400
3843,STALKING,2020-09-09,1,400
3844,THEFT,2020-09-09,130,400
3845,WEAPONS VIOLATION,2020-09-09,21,400
3846,ARSON,2020-09-10,1,321
3847,ASSAULT,2020-09-10,52,321
3848,BATTERY,2020-09-10,91,321
3849,BURGLARY,2020-09-10,23,321
3850,CRIMINAL DAMAGE,2020-09-10,59,321
3851,CRIMINAL SEXUAL ASSAULT,2020-09-10,1,321
3852,CRIMINAL TRESPASS,2020-09-10,9,321
3853,DECEPTIVE PRACTICE,2020-09-10,23,321
3854,HOMICIDE,2020-09-10,1,321
3855,INTERFERENCE WITH PUBLIC OFFICER,2020-09-10,2,321
3856,LIQUOR LAW VIOLATION,2020-09-10,1,321
3857,MOTOR VEHICLE THEFT,2020-09-10,35,321
3858,NARCOTICS,2020-09-10,17,321
3859,OBSCENITY,2020-09-10,1,321
3860,OFFENSE INVOLVING CHILDREN,2020-09-10,8,321
3861,OTHER OFFENSE,2020-09-10,42,321
3862,PUBLIC PEACE VIOLATION,2020-09-10,2,321
3863,ROBBERY,2020-09-10,31,321
3864,SEX OFFENSE,2020-09-10,1,321
3865,THEFT,2020-09-10,143,321
3866,WEAPONS VIOLATION,2020-09-10,20,321
3867,ARSON,2020-09-11,2,335
3868,ASSAULT,2020-09-11,64,335
3869,BATTERY,2020-09-11,125,335
3870,BURGLARY,2020-09-11,17,335
3871,CRIMINAL DAMAGE,2020-09-11,82,335
3872,CRIMINAL SEXUAL ASSAULT,2020-09-11,2,335
3873,CRIMINAL TRESPASS,2020-09-11,13,335
3874,DECEPTIVE PRACTICE,2020-09-11,32,335
3875,INTIMIDATION,2020-09-11,1,335
3876,KIDNAPPING,2020-09-11,1,335
3877,MOTOR VEHICLE THEFT,2020-09-11,37,335
3878,NARCOTICS,2020-09-11,16,335
3879,OFFENSE INVOLVING CHILDREN,2020-09-11,4,335
3880,OTHER OFFENSE,2020-09-11,33,335
3881,PROSTITUTION,2020-09-11,7,335
3882,ROBBERY,2020-09-11,26,335
3883,SEX OFFENSE,2020-09-11,1,335
3884,STALKING,2020-09-11,1,335
3885,THEFT,2020-09-11,158,335
3886,WEAPONS VIOLATION,2020-09-11,31,335
3887,ARSON,2020-09-12,3,133
3888,ASSAULT,2020-09-12,66,133
3889,BATTERY,2020-09-12,97,133
3890,BURGLARY,2020-09-12,14,133
3891,CRIMINAL DAMAGE,2020-09-12,79,133
3892,CRIMINAL SEXUAL ASSAULT,2020-09-12,4,133
3893,CRIMINAL TRESPASS,2020-09-12,12,133
3894,DECEPTIVE PRACTICE,2020-09-12,24,133
3895,HOMICIDE,2020-09-12,6,133
3896,INTERFERENCE WITH PUBLIC OFFICER,2020-09-12,4,133
3897,INTIMIDATION,2020-09-12,1,133
3898,MOTOR VEHICLE THEFT,2020-09-12,41,133
3899,NARCOTICS,2020-09-12,19,133
3900,OFFENSE INVOLVING CHILDREN,2020-09-12,1,133
3901,OTHER OFFENSE,2020-09-12,21,133
3902,PROSTITUTION,2020-09-12,5,133
3903,PUBLIC PEACE VIOLATION,2020-09-12,3,133
3904,ROBBERY,2020-09-12,22,133
3905,SEX OFFENSE,2020-09-12,1,133
3906,THEFT,2020-09-12,109,133
3907,WEAPONS VIOLATION,2020-09-12,26,133
3908,ARSON,2020-09-13,1,122
3909,ASSAULT,2020-09-13,57,122
3910,BATTERY,2020-09-13,125,122
3911,BURGLARY,2020-09-13,16,122
3912,CONCEALED CARRY LICENSE VIOLATION,2020-09-13,1,122
3913,CRIMINAL DAMAGE,2020-09-13,84,122
3914,CRIMINAL SEXUAL ASSAULT,2020-09-13,2,122
3915,CRIMINAL TRESPASS,2020-09-13,9,122
3916,DECEPTIVE PRACTICE,2020-09-13,19,122
3917,HOMICIDE,2020-09-13,4,122
3918,KIDNAPPING,2020-09-13,1,122
3919,MOTOR VEHICLE THEFT,2020-09-13,38,122
3920,NARCOTICS,2020-09-13,9,122
3921,OFFENSE INVOLVING CHILDREN,2020-09-13,5,122
3922,OTHER OFFENSE,2020-09-13,31,122
3923,PUBLIC PEACE VIOLATION,2020-09-13,4,122
3924,ROBBERY,2020-09-13,29,122
3925,SEX OFFENSE,2020-09-13,5,122
3926,THEFT,2020-09-13,107,122
3927,WEAPONS VIOLATION,2020-09-13,29,122
3928,ARSON,2020-09-14,2,424
3929,ASSAULT,2020-09-14,47,424
3930,BATTERY,2020-09-14,118,424
3931,BURGLARY,2020-09-14,19,424
3932,CRIMINAL DAMAGE,2020-09-14,77,424
3933,CRIMINAL SEXUAL ASSAULT,2020-09-14,5,424
3934,CRIMINAL TRESPASS,2020-09-14,10,424
3935,DECEPTIVE PRACTICE,2020-09-14,35,424
3936,HOMICIDE,2020-09-14,5,424
3937,INTERFERENCE WITH PUBLIC OFFICER,2020-09-14,1,424
3938,INTIMIDATION,2020-09-14,1,424
3939,KIDNAPPING,2020-09-14,1,424
3940,MOTOR VEHICLE THEFT,2020-09-14,33,424
3941,NARCOTICS,2020-09-14,10,424
3942,OFFENSE INVOLVING CHILDREN,2020-09-14,5,424
3943,OTHER OFFENSE,2020-09-14,32,424
3944,PUBLIC PEACE VIOLATION,2020-09-14,1,424
3945,ROBBERY,2020-09-14,31,424
3946,SEX OFFENSE,2020-09-14,2,424
3947,THEFT,2020-09-14,126,424
3948,WEAPONS VIOLATION,2020-09-14,23,424
3949,ARSON,2020-09-15,4,348
3950,ASSAULT,2020-09-15,62,348
3951,BATTERY,2020-09-15,108,348
3952,BURGLARY,2020-09-15,23,348
3953,CRIMINAL DAMAGE,2020-09-15,72,348
3954,CRIMINAL SEXUAL ASSAULT,2020-09-15,2,348
3955,CRIMINAL TRESPASS,2020-09-15,7,348
3956,DECEPTIVE PRACTICE,2020-09-15,37,348
3957,HOMICIDE,2020-09-15,3,348
3958,HUMAN TRAFFICKING,2020-09-15,1,348
3959,MOTOR VEHICLE THEFT,2020-09-15,29,348
3960,NARCOTICS,2020-09-15,13,348
3961,OFFENSE INVOLVING CHILDREN,2020-09-15,9,348
3962,OTHER OFFENSE,2020-09-15,36,348
3963,PUBLIC PEACE VIOLATION,2020-09-15,1,348
3964,ROBBERY,2020-09-15,30,348
3965,SEX OFFENSE,2020-09-15,6,348
3966,THEFT,2020-09-15,131,348
3967,WEAPONS VIOLATION,2020-09-15,20,348
3968,ARSON,2020-09-16,4,362
3969,ASSAULT,2020-09-16,62,362
3970,BATTERY,2020-09-16,112,362
3971,BURGLARY,2020-09-16,26,362
3972,CONCEALED CARRY LICENSE VIOLATION,2020-09-16,1,362
3973,CRIMINAL DAMAGE,2020-09-16,82,362
3974,CRIMINAL SEXUAL ASSAULT,2020-09-16,4,362
3975,CRIMINAL TRESPASS,2020-09-16,18,362
3976,DECEPTIVE PRACTICE,2020-09-16,31,362
3977,HOMICIDE,2020-09-16,1,362
3978,INTERFERENCE WITH PUBLIC OFFICER,2020-09-16,2,362
3979,INTIMIDATION,2020-09-16,1,362
3980,KIDNAPPING,2020-09-16,1,362
3981,MOTOR VEHICLE THEFT,2020-09-16,29,362
3982,NARCOTICS,2020-09-16,15,362
3983,OFFENSE INVOLVING CHILDREN,2020-09-16,1,362
3984,OTHER OFFENSE,2020-09-16,42,362
3985,PROSTITUTION,2020-09-16,1,362
3986,PUBLIC PEACE VIOLATION,2020-09-16,3,362
3987,ROBBERY,2020-09-16,19,362
3988,SEX OFFENSE,2020-09-16,1,362
3989,THEFT,2020-09-16,132,362
3990,WEAPONS VIOLATION,2020-09-16,26,362
3991,ASSAULT,2020-09-17,57,384
3992,BATTERY,2020-09-17,107,384
3993,BURGLARY,2020-09-17,17,384
3994,CRIMINAL DAMAGE,2020-09-17,58,384
3995,CRIMINAL SEXUAL ASSAULT,2020-09-17,1,384
3996,CRIMINAL TRESPASS,2020-09-17,9,384
3997,DECEPTIVE PRACTICE,2020-09-17,42,384
3998,HOMICIDE,2020-09-17,1,384
3999,INTERFERENCE WITH PUBLIC OFFICER,2020-09-17,1,384
4000,INTIMIDATION,2020-09-17,3,384
4001,LIQUOR LAW VIOLATION,2020-09-17,1,384
4002,MOTOR VEHICLE THEFT,2020-09-17,27,384
4003,NARCOTICS,2020-09-17,10,384
4004,OFFENSE INVOLVING CHILDREN,2020-09-17,9,384
4005,OTHER OFFENSE,2020-09-17,33,384
4006,PROSTITUTION,2020-09-17,4,384
4007,PUBLIC PEACE VIOLATION,2020-09-17,2,384
4008,ROBBERY,2020-09-17,18,384
4009,SEX OFFENSE,2020-09-17,3,384
4010,THEFT,2020-09-17,99,384
4011,WEAPONS VIOLATION,2020-09-17,22,384
4012,ASSAULT,2020-09-18,47,336
4013,BATTERY,2020-09-18,111,336
4014,BURGLARY,2020-09-18,25,336
4015,CRIMINAL DAMAGE,2020-09-18,77,336
4016,CRIMINAL SEXUAL ASSAULT,2020-09-18,6,336
4017,CRIMINAL TRESPASS,2020-09-18,8,336
4018,DECEPTIVE PRACTICE,2020-09-18,38,336
4019,HOMICIDE,2020-09-18,2,336
4020,INTIMIDATION,2020-09-18,1,336
4021,LIQUOR LAW VIOLATION,2020-09-18,3,336
4022,MOTOR VEHICLE THEFT,2020-09-18,33,336
4023,NARCOTICS,2020-09-18,17,336
4024,OFFENSE INVOLVING CHILDREN,2020-09-18,11,336
4025,OTHER OFFENSE,2020-09-18,34,336
4026,PROSTITUTION,2020-09-18,4,336
4027,PUBLIC PEACE VIOLATION,2020-09-18,2,336
4028,ROBBERY,2020-09-18,22,336
4029,SEX OFFENSE,2020-09-18,1,336
4030,THEFT,2020-09-18,110,336
4031,WEAPONS VIOLATION,2020-09-18,21,336
4032,ARSON,2020-09-19,1,168
4033,ASSAULT,2020-09-19,47,168
4034,BATTERY,2020-09-19,119,168
4035,BURGLARY,2020-09-19,19,168
4036,CONCEALED CARRY LICENSE VIOLATION,2020-09-19,3,168
4037,CRIMINAL DAMAGE,2020-09-19,65,168
4038,CRIMINAL SEXUAL ASSAULT,2020-09-19,5,168
4039,CRIMINAL TRESPASS,2020-09-19,16,168
4040,DECEPTIVE PRACTICE,2020-09-19,18,168
4041,GAMBLING,2020-09-19,1,168
4042,HOMICIDE,2020-09-19,1,168
4043,INTIMIDATION,2020-09-19,1,168
4044,MOTOR VEHICLE THEFT,2020-09-19,33,168
4045,NARCOTICS,2020-09-19,15,168
4046,OFFENSE INVOLVING CHILDREN,2020-09-19,5,168
4047,OTHER OFFENSE,2020-09-19,42,168
4048,PROSTITUTION,2020-09-19,3,168
4049,ROBBERY,2020-09-19,31,168
4050,SEX OFFENSE,2020-09-19,1,168
4051,THEFT,2020-09-19,118,168
4052,WEAPONS VIOLATION,2020-09-19,39,168
4053,ASSAULT,2020-09-20,58,100
4054,BATTERY,2020-09-20,153,100
4055,BURGLARY,2020-09-20,17,100
4056,CRIMINAL DAMAGE,2020-09-20,76,100
4057,CRIMINAL SEXUAL ASSAULT,2020-09-20,1,100
4058,CRIMINAL TRESPASS,2020-09-20,10,100
4059,DECEPTIVE PRACTICE,2020-09-20,34,100
4060,HOMICIDE,2020-09-20,3,100
4061,KIDNAPPING,2020-09-20,1,100
4062,MOTOR VEHICLE THEFT,2020-09-20,28,100
4063,NARCOTICS,2020-09-20,13,100
4064,OFFENSE INVOLVING CHILDREN,2020-09-20,4,100
4065,OTHER OFFENSE,2020-09-20,40,100
4066,PUBLIC PEACE VIOLATION,2020-09-20,2,100
4067,ROBBERY,2020-09-20,20,100
4068,SEX OFFENSE,2020-09-20,3,100
4069,THEFT,2020-09-20,103,100
4070,WEAPONS VIOLATION,2020-09-20,25,100
4071,ARSON,2020-09-21,2,411
4072,ASSAULT,2020-09-21,44,411
4073,BATTERY,2020-09-21,108,411
4074,BURGLARY,2020-09-21,25,411
4075,CONCEALED CARRY LICENSE VIOLATION,2020-09-21,1,411
4076,CRIMINAL DAMAGE,2020-09-21,60,411
4077,CRIMINAL SEXUAL ASSAULT,2020-09-21,5,411
4078,CRIMINAL TRESPASS,2020-09-21,10,411
4079,DECEPTIVE PRACTICE,2020-09-21,36,411
4080,GAMBLING,2020-09-21,1,411
4081,HOMICIDE,2020-09-21,4,411
4082,INTERFERENCE WITH PUBLIC OFFICER,2020-09-21,2,411
4083,MOTOR VEHICLE THEFT,2020-09-21,25,411
4084,NARCOTICS,2020-09-21,18,411
4085,OFFENSE INVOLVING CHILDREN,2020-09-21,1,411
4086,OTHER OFFENSE,2020-09-21,25,411
4087,PUBLIC PEACE VIOLATION,2020-09-21,5,411
4088,ROBBERY,2020-09-21,24,411
4089,SEX OFFENSE,2020-09-21,5,411
4090,STALKING,2020-09-21,1,411
4091,THEFT,2020-09-21,123,411
4092,WEAPONS VIOLATION,2020-09-21,29,411
4093,ARSON,2020-09-22,2,334
4094,ASSAULT,2020-09-22,50,334
4095,BATTERY,2020-09-22,97,334
4096,BURGLARY,2020-09-22,30,334
4097,CRIMINAL DAMAGE,2020-09-22,56,334
4098,CRIMINAL SEXUAL ASSAULT,2020-09-22,6,334
4099,CRIMINAL TRESPASS,2020-09-22,10,334
4100,DECEPTIVE PRACTICE,2020-09-22,43,334
4101,GAMBLING,2020-09-22,1,334
4102,HOMICIDE,2020-09-22,3,334
4103,INTERFERENCE WITH PUBLIC OFFICER,2020-09-22,1,334
4104,INTIMIDATION,2020-09-22,1,334
4105,MOTOR VEHICLE THEFT,2020-09-22,30,334
4106,NARCOTICS,2020-09-22,21,334
4107,OFFENSE INVOLVING CHILDREN,2020-09-22,3,334
4108,OTHER OFFENSE,2020-09-22,32,334
4109,PUBLIC PEACE VIOLATION,2020-09-22,2,334
4110,ROBBERY,2020-09-22,22,334
4111,THEFT,2020-09-22,100,334
4112,WEAPONS VIOLATION,2020-09-22,26,334
4113,ASSAULT,2020-09-23,70,380
4114,BATTERY,2020-09-23,108,380
4115,BURGLARY,2020-09-23,15,380
4116,CONCEALED CARRY LICENSE VIOLATION,2020-09-23,2,380
4117,CRIMINAL DAMAGE,2020-09-23,80,380
4118,CRIMINAL SEXUAL ASSAULT,2020-09-23,2,380
4119,CRIMINAL TRESPASS,2020-09-23,18,380
4120,DECEPTIVE PRACTICE,2020-09-23,33,380
4121,HOMICIDE,2020-09-23,3,380
4122,MOTOR VEHICLE THEFT,2020-09-23,38,380
4123,NARCOTICS,2020-09-23,19,380
4124,OFFENSE INVOLVING CHILDREN,2020-09-23,5,380
4125,OTHER OFFENSE,2020-09-23,31,380
4126,PROSTITUTION,2020-09-23,4,380
