Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
11/30/2020,"2,315",21,80,277,538,479,357,312,190,97,65,0,"1,220","1,085",10,782,60,315,367,95,696,0,0,0,2,1,3,10,5,0,9,12,0,6,1,5,8,0,1,3,8,5,5,10,13,20,16,0,42,38,0,22,7,31,19,1,0
12/1/2020,"2,105",31,88,264,497,409,332,258,192,102,51,0,"1,123",973,9,706,55,310,303,78,653,0,0,0,4,3,11,8,5,0,17,14,0,13,1,10,5,0,2,6,3,8,8,10,20,21,12,0,48,40,0,33,1,35,15,3,1
12/2/2020,"1,974",33,70,207,492,392,296,293,175,73,46,0,"1,027",941,6,672,63,275,322,71,571,0,1,0,1,6,5,7,13,0,17,16,0,13,3,11,4,2,0,1,4,4,10,8,9,14,20,0,35,35,0,16,1,24,24,2,3
12/3/2020,"1,984",28,80,229,497,384,310,294,148,77,44,1,"1,046",932,6,667,46,315,321,92,543,0,0,0,1,3,5,9,10,0,11,17,0,7,3,11,6,0,1,1,1,5,10,13,18,15,17,0,35,45,0,26,4,30,15,3,2
12/4/2020,"1,753",32,64,235,388,315,292,254,152,77,40,0,895,849,9,553,53,264,264,84,535,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,3,4,7,5,10,13,12,10,0,30,34,0,16,2,30,12,3,1
12/5/2020,"1,148",9,54,162,253,208,167,177,105,50,26,0,585,561,2,383,27,151,183,45,359,0,0,1,1,1,1,2,3,0,3,6,0,4,0,4,1,0,0,4,4,4,4,3,15,10,10,0,28,26,0,13,2,21,15,3,0
12/6/2020,688,25,57,68,159,125,108,95,69,46,18,0,365,322,1,163,25,120,128,24,228,0,0,0,2,1,3,8,11,0,10,15,0,9,3,5,6,1,1,2,6,3,4,7,9,11,15,0,31,26,0,20,0,23,13,1,0
12/7/2020,"1,985",30,67,273,465,378,314,267,164,85,39,0,"1,026",949,10,719,56,303,300,100,507,0,0,0,3,4,3,9,11,0,8,22,0,12,3,7,8,0,0,4,4,6,5,15,11,9,13,0,30,36,1,19,2,28,13,2,3
12/8/2020,"1,971",31,43,263,437,375,311,295,157,88,45,0,"1,010",950,11,696,52,253,294,112,564,0,1,2,3,5,4,5,11,0,10,21,0,12,3,9,6,1,0,2,5,3,4,9,8,9,3,0,24,19,0,14,3,14,8,1,3
12/9/2020,"1,688",26,72,191,412,314,283,215,171,71,31,0,900,779,9,588,45,279,239,75,462,0,1,0,1,1,9,8,6,0,9,17,0,9,1,8,8,0,0,4,5,1,4,13,16,13,16,0,37,35,0,19,4,32,15,2,0
12/10/2020,"1,606",19,79,222,333,303,260,225,155,64,44,0,845,749,12,588,40,230,233,73,442,0,0,0,1,2,5,3,8,0,4,15,0,7,2,4,6,0,0,4,9,3,4,10,17,14,17,1,42,37,0,20,1,34,19,1,4
12/11/2020,"1,587",27,70,230,361,290,254,214,129,73,36,0,822,764,1,534,44,251,234,68,456,0,0,0,0,2,7,9,9,0,10,17,0,10,1,8,5,2,1,2,3,5,6,11,12,20,11,0,32,38,0,22,2,23,19,2,2
12/12/2020,874,20,61,107,206,170,126,120,86,43,16,0,449,424,1,264,29,128,188,26,239,0,0,0,0,2,5,4,9,0,10,10,0,3,2,9,5,1,0,1,2,3,7,13,14,14,7,0,27,34,0,13,4,30,11,2,1
12/13/2020,583,22,47,51,125,119,86,82,58,36,26,0,307,275,1,114,28,78,140,35,188,0,1,0,1,2,5,9,4,0,5,17,0,5,1,10,6,0,0,3,5,2,5,5,9,8,10,0,23,24,0,14,2,21,8,2,0
12/14/2020,"1,374",19,79,144,316,283,203,187,116,76,49,0,716,652,6,350,41,235,212,61,475,0,0,0,0,2,2,10,5,0,12,7,0,10,1,6,2,0,0,6,5,6,6,12,14,17,13,0,35,44,0,23,0,33,19,2,2
12/15/2020,"1,562",19,51,209,355,260,251,233,155,61,38,0,786,765,11,584,38,231,236,85,388,0,0,0,3,3,6,5,2,0,6,13,0,9,1,3,4,1,1,1,4,3,6,3,12,11,11,0,24,27,0,18,4,18,8,3,0
12/16/2020,"1,335",22,50,170,314,241,213,199,104,50,44,0,656,670,9,450,35,250,229,57,314,0,0,0,1,0,6,6,9,0,10,12,0,2,1,10,9,0,0,1,4,1,3,14,12,6,9,0,28,22,0,17,0,21,11,1,0
12/17/2020,"1,292",22,55,166,308,241,192,172,118,50,44,1,677,608,7,508,38,181,206,52,307,0,0,1,1,3,5,2,10,0,7,15,0,8,0,7,5,0,2,1,2,3,3,8,17,9,11,1,20,34,1,15,4,20,13,2,1
12/18/2020,"1,212",18,44,155,274,236,192,157,111,52,34,1,628,581,3,401,52,209,210,69,271,0,0,0,0,2,2,5,9,0,8,10,0,11,0,4,3,0,0,1,3,6,2,4,11,6,11,0,22,22,0,9,7,19,8,1,0
12/19/2020,781,21,52,90,159,144,139,110,69,42,27,1,422,358,1,239,38,96,177,52,179,0,0,0,0,0,5,6,10,0,9,12,0,7,1,5,8,0,0,2,6,3,1,10,10,7,13,0,31,21,0,17,3,22,8,1,1
12/20/2020,557,28,47,62,132,110,92,67,42,31,20,1,286,270,1,153,26,92,178,22,86,0,0,0,2,3,9,9,5,0,8,20,0,10,1,10,7,0,0,2,7,4,3,6,6,12,7,0,29,18,0,11,2,22,8,3,1
12/21/2020,"1,380",21,60,168,277,253,258,178,113,79,54,0,698,678,4,422,50,212,271,68,357,0,0,0,1,2,4,7,7,0,10,11,0,9,1,7,3,1,0,1,3,5,6,9,11,10,15,0,31,29,0,12,4,26,15,1,2
12/22/2020,"1,290",16,46,173,294,233,193,161,143,58,35,0,677,612,1,469,49,175,252,58,287,0,0,0,1,2,2,7,4,0,7,9,0,1,3,8,4,0,0,0,3,1,2,8,10,14,8,0,25,21,0,14,1,21,9,1,0
12/23/2020,"1,121",20,54,140,255,196,177,155,110,58,29,1,577,539,5,408,43,191,202,46,231,0,0,0,2,2,4,5,7,0,6,14,0,8,1,5,6,0,0,0,1,2,3,7,11,15,15,0,26,28,0,10,4,20,16,2,2
12/24/2020,566,21,38,66,114,119,73,81,59,30,24,0,275,288,3,125,20,95,170,31,125,0,0,0,0,0,7,5,9,0,8,13,0,6,2,9,4,0,0,2,1,1,6,5,7,8,8,0,15,23,0,9,2,14,13,0,0
12/25/2020,149,17,45,7,32,25,19,15,19,16,16,0,70,78,1,36,7,42,28,10,26,0,0,0,0,1,6,4,6,0,5,12,0,6,0,3,8,0,0,0,2,5,3,2,9,8,16,0,27,18,0,18,2,17,7,1,0
12/26/2020,893,18,57,90,224,171,139,128,84,35,22,0,477,415,1,327,21,130,200,51,164,0,0,0,1,0,3,9,5,0,8,10,0,5,0,5,8,0,0,1,7,3,6,8,14,11,7,0,30,27,0,19,1,23,10,2,2
12/27/2020,572,23,72,47,125,103,81,89,69,34,24,0,308,263,1,144,19,90,173,27,119,0,0,0,0,3,6,4,10,0,10,13,0,3,1,9,9,0,1,0,2,3,4,17,17,14,15,0,36,36,0,13,4,30,17,2,6
12/28/2020,"1,565",18,71,200,341,336,197,232,159,62,38,0,800,763,2,589,44,225,276,74,357,0,0,0,0,3,2,8,5,0,7,11,0,7,1,3,7,0,0,2,3,1,4,17,14,16,14,0,34,37,0,22,2,28,15,2,2
12/29/2020,"1,597",16,50,208,365,327,235,203,147,69,43,0,863,732,2,599,41,231,305,77,344,0,0,0,1,1,4,5,5,0,6,10,0,4,1,6,5,0,0,3,2,4,4,6,15,6,10,0,30,20,0,10,2,19,13,3,3
12/30/2020,"1,325",21,52,176,341,245,178,185,129,48,22,1,703,616,6,449,27,222,246,58,323,0,0,0,4,6,3,4,4,0,5,16,0,12,1,4,3,1,0,1,1,2,7,8,11,13,9,0,23,29,0,18,0,21,6,4,3
12/31/2020,883,19,64,80,224,182,125,111,74,50,37,0,451,429,3,203,29,103,281,42,225,0,0,0,0,2,3,8,6,0,9,10,0,8,0,7,4,0,0,2,2,5,3,11,16,11,14,0,30,34,0,9,2,31,15,3,4
1/1/2021,249,17,63,27,54,42,35,33,17,23,18,0,123,125,1,49,6,45,67,12,70,0,0,1,1,0,5,2,8,0,6,11,0,6,1,5,4,1,0,0,2,10,5,15,5,10,16,0,31,32,0,21,3,24,9,2,4
1/2/2021,"1,014",19,56,115,257,194,168,135,77,45,23,0,544,470,0,390,24,117,251,47,185,0,1,0,1,1,3,5,8,0,4,15,0,7,2,4,6,0,0,0,6,5,4,8,16,8,9,0,24,32,0,16,2,20,14,3,1
1/3/2021,581,18,57,65,157,123,73,62,54,29,18,0,297,283,1,123,33,95,178,25,127,0,0,0,1,0,4,7,6,0,10,8,0,7,2,4,5,0,0,1,7,1,7,5,13,13,10,0,29,28,0,13,5,24,10,1,4
1/4/2021,"1,742",7,68,218,442,350,287,219,127,60,39,0,902,832,8,612,52,264,343,92,379,0,0,0,0,1,1,2,3,0,2,5,0,3,1,0,3,0,0,2,5,4,5,8,13,13,18,0,30,37,1,21,2,28,13,2,2
1/5/2021,"1,465",15,74,161,426,271,222,172,120,57,34,2,741,723,1,484,45,219,318,79,320,0,0,0,1,2,2,6,4,0,3,12,0,5,1,4,5,0,0,0,6,2,4,8,22,18,14,0,34,40,0,14,4,25,23,5,3
1/6/2021,"1,368",12,57,186,376,277,194,150,103,59,23,0,715,653,0,414,42,239,312,71,290,0,0,0,0,2,5,1,4,0,6,6,0,4,2,3,2,1,0,1,3,5,5,9,12,10,12,0,23,34,0,15,2,21,14,1,4
1/7/2021,"1,240",16,80,159,316,246,171,143,136,42,27,0,603,633,4,400,46,174,294,58,268,0,0,1,0,4,2,6,3,0,6,10,0,7,1,6,2,0,0,0,5,10,7,17,14,12,15,0,36,44,0,20,5,29,18,5,3
1/8/2021,"1,118",13,43,152,308,193,159,137,100,43,26,0,557,559,2,370,33,193,226,57,239,0,0,1,2,1,3,3,3,0,7,6,0,4,3,4,2,0,0,2,0,3,7,12,9,4,6,0,25,18,0,10,2,20,8,1,2
1/9/2021,695,16,49,85,190,121,95,96,64,32,11,1,365,329,1,224,17,106,156,35,157,0,0,0,1,1,3,3,8,0,6,10,0,4,1,5,6,0,0,0,4,3,4,5,12,11,9,1,25,24,0,11,1,21,12,2,2
1/10/2021,454,16,57,55,114,82,70,58,38,23,14,0,244,209,1,103,18,66,139,32,96,0,0,1,0,1,2,5,7,0,6,10,0,5,1,3,6,0,1,0,6,2,12,6,13,8,10,0,31,26,0,19,3,20,10,3,2
1/11/2021,"1,227",15,75,168,301,243,196,151,93,45,30,0,619,604,4,417,46,196,231,55,282,0,0,0,0,0,2,5,8,0,5,10,0,5,2,4,4,0,0,2,2,6,6,14,18,11,16,0,34,41,0,14,3,39,12,4,3
1/12/2021,992,9,52,123,261,174,136,124,97,42,35,0,512,477,3,312,36,177,205,50,212,0,0,0,0,4,2,2,1,0,3,6,0,4,0,4,1,0,0,0,9,7,1,4,11,11,9,0,23,29,0,17,0,24,8,2,1
1/13/2021,"1,010",15,57,143,245,201,140,125,86,40,30,0,498,508,4,288,37,211,217,44,213,0,0,0,0,0,7,1,7,0,7,8,0,4,2,6,2,1,0,2,3,2,9,7,11,11,12,0,26,31,0,12,2,22,12,4,5
1/14/2021,894,13,53,112,185,191,156,106,83,39,22,0,465,428,1,296,41,132,189,38,198,0,0,0,1,2,3,2,5,0,2,11,0,4,4,3,2,0,0,0,2,5,6,7,8,17,8,0,30,23,0,14,2,22,11,3,1
1/15/2021,906,11,49,116,230,165,157,101,73,43,21,0,461,432,13,267,31,162,207,59,180,0,0,0,1,1,3,2,4,0,6,5,0,2,1,5,3,0,0,1,3,5,5,7,14,9,5,0,29,20,0,17,0,15,13,1,3
1/16/2021,582,8,51,83,136,88,109,73,55,29,8,1,328,254,0,231,23,75,112,24,117,0,0,0,0,0,3,2,3,0,4,4,0,4,1,0,3,0,0,2,3,3,5,5,13,12,7,1,25,26,0,13,2,18,14,3,1
1/17/2021,365,14,50,41,65,66,56,66,29,24,18,0,179,186,0,76,11,67,100,22,89,0,0,0,0,0,1,6,7,0,5,9,0,5,1,5,3,0,0,1,5,2,5,8,8,13,8,0,23,27,0,7,2,19,17,2,3
1/18/2021,619,10,54,76,119,141,97,71,68,29,18,0,334,283,2,157,26,105,120,33,178,0,0,0,1,1,5,1,2,0,2,8,0,4,0,3,3,0,0,2,4,3,2,6,21,7,9,0,25,29,0,14,1,24,12,1,2
1/19/2021,"1,004",16,54,129,238,193,161,115,86,51,31,0,509,495,0,376,39,156,206,47,180,0,0,0,0,2,5,5,4,0,3,13,0,3,2,6,4,0,1,3,3,5,6,7,7,11,12,0,25,29,0,17,3,22,8,3,1
1/20/2021,735,9,43,96,193,140,107,90,65,30,14,0,367,368,0,193,28,140,155,35,184,0,0,1,0,1,3,4,0,0,7,2,0,2,1,5,1,0,0,0,4,6,9,7,9,4,4,0,22,21,0,8,1,15,13,1,5
1/21/2021,742,9,50,92,167,148,115,106,60,37,16,1,383,356,3,253,18,140,136,48,147,0,0,1,1,0,2,2,3,0,5,4,0,2,0,4,2,0,1,3,2,3,4,8,12,16,2,0,22,28,0,14,2,24,7,2,1
1/22/2021,676,9,30,100,156,126,100,90,63,27,14,0,357,317,2,219,19,119,128,45,146,0,0,0,0,2,3,2,2,0,4,5,0,3,0,3,3,0,0,2,1,4,2,3,8,5,5,0,13,17,0,7,1,13,7,2,0
1/23/2021,535,3,,65,110,122,77,73,50,25,13,0,280,253,2,163,25,77,116,26,128,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,
1/24/2021,276,4,,30,59,60,36,35,25,22,9,0,136,140,0,42,16,44,95,15,64,0,0,0,1,0,1,2,0,0,3,1,0,0,1,1,2,0,0,,,,,,,,,,,,,,,,,,
1/25/2021,537,6,,55,128,103,81,72,69,19,10,0,281,252,4,164,16,109,114,20,114,0,0,1,1,0,1,1,2,0,1,5,0,4,0,0,2,0,0,,,,,,,,,,,,,,,,,,
1/26/2021,140,1,,14,22,32,25,24,11,8,4,0,74,64,2,29,6,35,39,7,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,387,0,"2,376",16,102,95,59,56,33,14,12,0,198,177,12,68,11,87,97,7,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,153,232,362,491,496,362,245,0,"1,038","1,298",40,748,72,877,380,264,35
