, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
1016,NARCOTICS,2020-05-24,22,279
1022,OFFENSE INVOLVING CHILDREN,2020-05-24,4,279
1015,OTHER OFFENSE,2020-05-24,28,279
1026,PUBLIC PEACE VIOLATION,2020-05-24,1,279
1018,ROBBERY,2020-05-24,16,279
1025,SEX OFFENSE,2020-05-24,2,279
1011,THEFT,2020-05-24,71,279
1012,WEAPONS VIOLATION,2020-05-24,54,279
175,ARSON,2020-05-25,2,252
164,ASSAULT,2020-05-25,68,252
161,BATTERY,2020-05-25,177,252
170,BURGLARY,2020-05-25,17,252
182,CONCEALED CARRY LICENSE VIOLATION,2020-05-25,1,252
163,CRIMINAL DAMAGE,2020-05-25,82,252
176,CRIMINAL SEXUAL ASSAULT,2020-05-25,2,252
172,CRIMINAL TRESPASS,2020-05-25,14,252
168,DECEPTIVE PRACTICE,2020-05-25,19,252
177,HOMICIDE,2020-05-25,2,252
179,INTERFERENCE WITH PUBLIC OFFICER,2020-05-25,2,252
174,KIDNAPPING,2020-05-25,3,252
167,MOTOR VEHICLE THEFT,2020-05-25,22,252
171,NARCOTICS,2020-05-25,16,252
173,OFFENSE INVOLVING CHILDREN,2020-05-25,9,252
166,OTHER OFFENSE,2020-05-25,34,252
180,PUBLIC PEACE VIOLATION,2020-05-25,2,252
169,ROBBERY,2020-05-25,19,252
178,SEX OFFENSE,2020-05-25,2,252
181,STALKING,2020-05-25,1,252
162,THEFT,2020-05-25,89,252
165,WEAPONS VIOLATION,2020-05-25,58,252
778,ARSON,2020-05-26,2,755
764,ASSAULT,2020-05-26,63,755
761,BATTERY,2020-05-26,151,755
772,BURGLARY,2020-05-26,9,755
781,CONCEALED CARRY LICENSE VIOLATION,2020-05-26,1,755
763,CRIMINAL DAMAGE,2020-05-26,70,755
779,CRIMINAL SEXUAL ASSAULT,2020-05-26,2,755
771,CRIMINAL TRESPASS,2020-05-26,12,755
765,DECEPTIVE PRACTICE,2020-05-26,32,755
777,HOMICIDE,2020-05-26,3,755
773,INTERFERENCE WITH PUBLIC OFFICER,2020-05-26,5,755
780,KIDNAPPING,2020-05-26,1,755
766,MOTOR VEHICLE THEFT,2020-05-26,30,755
767,NARCOTICS,2020-05-26,27,755
775,OFFENSE INVOLVING CHILDREN,2020-05-26,4,755
769,OTHER OFFENSE,2020-05-26,26,755
776,PUBLIC PEACE VIOLATION,2020-05-26,3,755
770,ROBBERY,2020-05-26,19,755
774,SEX OFFENSE,2020-05-26,5,755
762,THEFT,2020-05-26,85,755
768,WEAPONS VIOLATION,2020-05-26,26,755
2807,ARSON,2020-05-27,2,611
2796,ASSAULT,2020-05-27,57,611
2793,BATTERY,2020-05-27,121,611
2803,BURGLARY,2020-05-27,17,611
2795,CRIMINAL DAMAGE,2020-05-27,66,611
2809,CRIMINAL SEXUAL ASSAULT,2020-05-27,2,611
2804,CRIMINAL TRESPASS,2020-05-27,16,611
2798,DECEPTIVE PRACTICE,2020-05-27,32,611
2808,HOMICIDE,2020-05-27,2,611
2812,INTERFERENCE WITH PUBLIC OFFICER,2020-05-27,1,611
2802,MOTOR VEHICLE THEFT,2020-05-27,23,611
2799,NARCOTICS,2020-05-27,30,611
2805,OFFENSE INVOLVING CHILDREN,2020-05-27,4,611
2797,OTHER OFFENSE,2020-05-27,40,611
2806,PUBLIC PEACE VIOLATION,2020-05-27,3,611
2800,ROBBERY,2020-05-27,28,611
2810,SEX OFFENSE,2020-05-27,2,611
2811,STALKING,2020-05-27,1,611
2794,THEFT,2020-05-27,98,611
2801,WEAPONS VIOLATION,2020-05-27,25,611
1680,ARSON,2020-05-28,1,521
1665,ASSAULT,2020-05-28,71,521
1663,BATTERY,2020-05-28,135,521
1673,BURGLARY,2020-05-28,18,521
1682,CONCEALED CARRY LICENSE VIOLATION,2020-05-28,1,521
1666,CRIMINAL DAMAGE,2020-05-28,63,521
1677,CRIMINAL SEXUAL ASSAULT,2020-05-28,3,521
1674,CRIMINAL TRESPASS,2020-05-28,10,521
1667,DECEPTIVE PRACTICE,2020-05-28,24,521
1681,HOMICIDE,2020-05-28,1,521
1683,INTERFERENCE WITH PUBLIC OFFICER,2020-05-28,1,521
1678,KIDNAPPING,2020-05-28,2,521
1670,MOTOR VEHICLE THEFT,2020-05-28,21,521
1672,NARCOTICS,2020-05-28,19,521
1679,OFFENSE INVOLVING CHILDREN,2020-05-28,2,521
1669,OTHER OFFENSE,2020-05-28,23,521
1676,PUBLIC PEACE VIOLATION,2020-05-28,4,521
1671,ROBBERY,2020-05-28,21,521
1675,SEX OFFENSE,2020-05-28,4,521
1664,THEFT,2020-05-28,101,521
1668,WEAPONS VIOLATION,2020-05-28,23,521
2790,ARSON,2020-05-29,2,460
2776,ASSAULT,2020-05-29,46,460
2773,BATTERY,2020-05-29,121,460
2778,BURGLARY,2020-05-29,31,460
2775,CRIMINAL DAMAGE,2020-05-29,86,460
2791,CRIMINAL SEXUAL ASSAULT,2020-05-29,2,460
2785,CRIMINAL TRESPASS,2020-05-29,8,460
2777,DECEPTIVE PRACTICE,2020-05-29,32,460
2788,HOMICIDE,2020-05-29,5,460
2789,INTERFERENCE WITH PUBLIC OFFICER,2020-05-29,3,460
2792,INTIMIDATION,2020-05-29,1,460
2781,MOTOR VEHICLE THEFT,2020-05-29,27,460
2783,NARCOTICS,2020-05-29,15,460
2784,OFFENSE INVOLVING CHILDREN,2020-05-29,10,460
2779,OTHER OFFENSE,2020-05-29,30,460
2787,PROSTITUTION,2020-05-29,6,460
2786,PUBLIC PEACE VIOLATION,2020-05-29,7,460
2782,ROBBERY,2020-05-29,23,460
2774,THEFT,2020-05-29,96,460
2780,WEAPONS VIOLATION,2020-05-29,29,460
50,ARSON,2020-05-30,17,239
44,ASSAULT,2020-05-30,50,239
42,BATTERY,2020-05-30,155,239
40,BURGLARY,2020-05-30,216,239
41,CRIMINAL DAMAGE,2020-05-30,182,239
55,CRIMINAL SEXUAL ASSAULT,2020-05-30,2,239
53,CRIMINAL TRESPASS,2020-05-30,5,239
51,DECEPTIVE PRACTICE,2020-05-30,11,239
52,HOMICIDE,2020-05-30,8,239
57,INTERFERENCE WITH PUBLIC OFFICER,2020-05-30,2,239
46,MOTOR VEHICLE THEFT,2020-05-30,37,239
54,NARCOTICS,2020-05-30,4,239
58,OFFENSE INVOLVING CHILDREN,2020-05-30,1,239
48,OTHER OFFENSE,2020-05-30,26,239
45,PUBLIC PEACE VIOLATION,2020-05-30,42,239
47,ROBBERY,2020-05-30,32,239
56,SEX OFFENSE,2020-05-30,2,239
43,THEFT,2020-05-30,113,239
49,WEAPONS VIOLATION,2020-05-30,18,239
9,ARSON,2020-05-31,28,121
8,ASSAULT,2020-05-31,43,121
3,BATTERY,2020-05-31,139,121
0,BURGLARY,2020-05-31,581,121
19,CONCEALED CARRY LICENSE VIOLATION,2020-05-31,1,121
1,CRIMINAL DAMAGE,2020-05-31,343,121
16,CRIMINAL SEXUAL ASSAULT,2020-05-31,4,121
11,CRIMINAL TRESPASS,2020-05-31,19,121
10,DECEPTIVE PRACTICE,2020-05-31,21,121
13,HOMICIDE,2020-05-31,18,121
18,INTERFERENCE WITH PUBLIC OFFICER,2020-05-31,2,121
5,MOTOR VEHICLE THEFT,2020-05-31,93,121
15,NARCOTICS,2020-05-31,5,121
14,OFFENSE INVOLVING CHILDREN,2020-05-31,6,121
12,OTHER OFFENSE,2020-05-31,19,121
2,PUBLIC PEACE VIOLATION,2020-05-31,309,121
6,ROBBERY,2020-05-31,81,121
17,SEX OFFENSE,2020-05-31,2,121
4,THEFT,2020-05-31,132,121
7,WEAPONS VIOLATION,2020-05-31,49,121
734,ARSON,2020-06-01,11,236
729,ASSAULT,2020-06-01,45,236
724,BATTERY,2020-06-01,124,236
723,BURGLARY,2020-06-01,128,236
722,CRIMINAL DAMAGE,2020-06-01,152,236
737,CRIMINAL SEXUAL ASSAULT,2020-06-01,5,236
735,CRIMINAL TRESPASS,2020-06-01,8,236
726,DECEPTIVE PRACTICE,2020-06-01,62,236
738,HOMICIDE,2020-06-01,5,236
740,INTERFERENCE WITH PUBLIC OFFICER,2020-06-01,3,236
742,INTIMIDATION,2020-06-01,1,236
730,MOTOR VEHICLE THEFT,2020-06-01,34,236
733,NARCOTICS,2020-06-01,13,236
736,OFFENSE INVOLVING CHILDREN,2020-06-01,5,236
731,OTHER OFFENSE,2020-06-01,34,236
727,PUBLIC PEACE VIOLATION,2020-06-01,57,236
732,ROBBERY,2020-06-01,30,236
739,SEX OFFENSE,2020-06-01,4,236
741,STALKING,2020-06-01,1,236
725,THEFT,2020-06-01,96,236
728,WEAPONS VIOLATION,2020-06-01,54,236
1041,ARSON,2020-06-02,7,246
1032,ASSAULT,2020-06-02,70,246
1029,BATTERY,2020-06-02,145,246
1034,BURGLARY,2020-06-02,51,246
1048,CONCEALED CARRY LICENSE VIOLATION,2020-06-02,1,246
1030,CRIMINAL DAMAGE,2020-06-02,108,246
1044,CRIMINAL SEXUAL ASSAULT,2020-06-02,2,246
1040,CRIMINAL TRESPASS,2020-06-02,11,246
1036,DECEPTIVE PRACTICE,2020-06-02,30,246
1047,HOMICIDE,2020-06-02,1,246
1049,INTERFERENCE WITH PUBLIC OFFICER,2020-06-02,1,246
1035,MOTOR VEHICLE THEFT,2020-06-02,33,246
1042,NARCOTICS,2020-06-02,6,246
1045,OBSCENITY,2020-06-02,1,246
1043,OFFENSE INVOLVING CHILDREN,2020-06-02,4,246
1037,OTHER OFFENSE,2020-06-02,28,246
1039,PUBLIC PEACE VIOLATION,2020-06-02,17,246
1038,ROBBERY,2020-06-02,24,246
1046,SEX OFFENSE,2020-06-02,1,246
1031,THEFT,2020-06-02,74,246
1033,WEAPONS VIOLATION,2020-06-02,61,246
2158,ARSON,2020-06-03,4,280
2147,ASSAULT,2020-06-03,68,280
2144,BATTERY,2020-06-03,129,280
2151,BURGLARY,2020-06-03,26,280
2159,CONCEALED CARRY LICENSE VIOLATION,2020-06-03,3,280
2145,CRIMINAL DAMAGE,2020-06-03,100,280
2156,CRIMINAL SEXUAL ASSAULT,2020-06-03,5,280
2160,CRIMINAL TRESPASS,2020-06-03,3,280
2152,DECEPTIVE PRACTICE,2020-06-03,25,280
2166,GAMBLING,2020-06-03,1,280
2157,HOMICIDE,2020-06-03,4,280
2165,INTERFERENCE WITH PUBLIC OFFICER,2020-06-03,2,280
2162,KIDNAPPING,2020-06-03,2,280
2149,MOTOR VEHICLE THEFT,2020-06-03,30,280
2154,NARCOTICS,2020-06-03,13,280
2163,OFFENSE INVOLVING CHILDREN,2020-06-03,2,280
2153,OTHER OFFENSE,2020-06-03,23,280
2155,PUBLIC PEACE VIOLATION,2020-06-03,10,280
2150,ROBBERY,2020-06-03,29,280
2164,SEX OFFENSE,2020-06-03,2,280
2161,STALKING,2020-06-03,2,280
2146,THEFT,2020-06-03,90,280
2148,WEAPONS VIOLATION,2020-06-03,49,280
3928,ARSON,2020-06-04,3,319
3918,ASSAULT,2020-06-04,57,319
3915,BATTERY,2020-06-04,111,319
3923,BURGLARY,2020-06-04,19,319
3935,CONCEALED CARRY LICENSE VIOLATION,2020-06-04,1,319
3916,CRIMINAL DAMAGE,2020-06-04,77,319
3932,CRIMINAL SEXUAL ASSAULT,2020-06-04,2,319
3926,CRIMINAL TRESPASS,2020-06-04,5,319
3921,DECEPTIVE PRACTICE,2020-06-04,31,319
3934,GAMBLING,2020-06-04,1,319
3931,HOMICIDE,2020-06-04,3,319
3936,INTERFERENCE WITH PUBLIC OFFICER,2020-06-04,1,319
3933,INTIMIDATION,2020-06-04,2,319
3922,MOTOR VEHICLE THEFT,2020-06-04,29,319
3925,NARCOTICS,2020-06-04,15,319
3930,OFFENSE INVOLVING CHILDREN,2020-06-04,3,319
3919,OTHER OFFENSE,2020-06-04,37,319
3927,PUBLIC PEACE VIOLATION,2020-06-04,5,319
3924,ROBBERY,2020-06-04,18,319
3929,SEX OFFENSE,2020-06-04,3,319
3917,THEFT,2020-06-04,70,319
3920,WEAPONS VIOLATION,2020-06-04,35,319
3498,ASSAULT,2020-06-05,44,339
3495,BATTERY,2020-06-05,115,339
3504,BURGLARY,2020-06-05,17,339
3497,CRIMINAL DAMAGE,2020-06-05,66,339
3509,CRIMINAL SEXUAL ASSAULT,2020-06-05,3,339
3506,CRIMINAL TRESPASS,2020-06-05,8,339
3502,DECEPTIVE PRACTICE,2020-06-05,31,339
3512,HOMICIDE,2020-06-05,1,339
3500,MOTOR VEHICLE THEFT,2020-06-05,37,339
3505,NARCOTICS,2020-06-05,14,339
3508,OFFENSE INVOLVING CHILDREN,2020-06-05,5,339
3501,OTHER OFFENSE,2020-06-05,33,339
3507,PUBLIC PEACE VIOLATION,2020-06-05,6,339
3503,ROBBERY,2020-06-05,18,339
3511,SEX OFFENSE,2020-06-05,1,339
3510,STALKING,2020-06-05,1,339
3496,THEFT,2020-06-05,98,339
3499,WEAPONS VIOLATION,2020-06-05,42,339
2094,ARSON,2020-06-06,4,170
2085,ASSAULT,2020-06-06,52,170
2082,BATTERY,2020-06-06,130,170
2090,BURGLARY,2020-06-06,18,170
2101,CONCEALED CARRY LICENSE VIOLATION,2020-06-06,1,170
2084,CRIMINAL DAMAGE,2020-06-06,68,170
2097,CRIMINAL SEXUAL ASSAULT,2020-06-06,2,170
2092,CRIMINAL TRESPASS,2020-06-06,9,170
2088,DECEPTIVE PRACTICE,2020-06-06,29,170
2100,HOMICIDE,2020-06-06,1,170
2102,INTERFERENCE WITH PUBLIC OFFICER,2020-06-06,1,170
2089,MOTOR VEHICLE THEFT,2020-06-06,26,170
2093,NARCOTICS,2020-06-06,7,170
2096,OFFENSE INVOLVING CHILDREN,2020-06-06,3,170
2087,OTHER OFFENSE,2020-06-06,31,170
2095,PUBLIC PEACE VIOLATION,2020-06-06,3,170
2091,ROBBERY,2020-06-06,18,170
2098,SEX OFFENSE,2020-06-06,2,170
2099,STALKING,2020-06-06,1,170
2083,THEFT,2020-06-06,92,170
2086,WEAPONS VIOLATION,2020-06-06,31,170
1738,ARSON,2020-06-07,1,110
1724,ASSAULT,2020-06-07,57,110
1721,BATTERY,2020-06-07,134,110
1729,BURGLARY,2020-06-07,17,110
1740,CONCEALED CARRY LICENSE VIOLATION,2020-06-07,1,110
1722,CRIMINAL DAMAGE,2020-06-07,77,110
1736,CRIMINAL SEXUAL ASSAULT,2020-06-07,3,110
1731,CRIMINAL TRESPASS,2020-06-07,10,110
1727,DECEPTIVE PRACTICE,2020-06-07,33,110
1739,GAMBLING,2020-06-07,1,110
1734,HOMICIDE,2020-06-07,4,110
1741,INTERFERENCE WITH PUBLIC OFFICER,2020-06-07,1,110
1725,MOTOR VEHICLE THEFT,2020-06-07,37,110
1732,NARCOTICS,2020-06-07,9,110
1733,OFFENSE INVOLVING CHILDREN,2020-06-07,6,110
1728,OTHER OFFENSE,2020-06-07,31,110
1737,PUBLIC PEACE VIOLATION,2020-06-07,3,110
1730,ROBBERY,2020-06-07,14,110
1735,SEX OFFENSE,2020-06-07,4,110
1723,THEFT,2020-06-07,76,110
1726,WEAPONS VIOLATION,2020-06-07,34,110
4099,ARSON,2020-06-08,1,274
4086,ASSAULT,2020-06-08,37,274
4082,BATTERY,2020-06-08,109,274
4089,BURGLARY,2020-06-08,21,274
4084,CRIMINAL DAMAGE,2020-06-08,72,274
4102,CRIMINAL SEXUAL ASSAULT,2020-06-08,1,274
4093,CRIMINAL TRESPASS,2020-06-08,8,274
4085,DECEPTIVE PRACTICE,2020-06-08,55,274
4097,HOMICIDE,2020-06-08,3,274
4098,INTERFERENCE WITH PUBLIC OFFICER,2020-06-08,2,274
4103,INTIMIDATION,2020-06-08,1,274
4088,MOTOR VEHICLE THEFT,2020-06-08,21,274
4092,NARCOTICS,2020-06-08,10,274
4100,OBSCENITY,2020-06-08,1,274
4094,OFFENSE INVOLVING CHILDREN,2020-06-08,6,274
4090,OTHER OFFENSE,2020-06-08,20,274
4096,PUBLIC PEACE VIOLATION,2020-06-08,3,274
4091,ROBBERY,2020-06-08,12,274
4095,SEX OFFENSE,2020-06-08,6,274
4101,STALKING,2020-06-08,1,274
4083,THEFT,2020-06-08,99,274
4087,WEAPONS VIOLATION,2020-06-08,36,274
3453,ARSON,2020-06-09,1,254
3440,ASSAULT,2020-06-09,37,254
3438,BATTERY,2020-06-09,100,254
3443,BURGLARY,2020-06-09,24,254
3439,CRIMINAL DAMAGE,2020-06-09,65,254
3446,CRIMINAL TRESPASS,2020-06-09,15,254
3442,DECEPTIVE PRACTICE,2020-06-09,29,254
3451,HOMICIDE,2020-06-09,2,254
3455,INTIMIDATION,2020-06-09,1,254
3454,KIDNAPPING,2020-06-09,1,254
3445,MOTOR VEHICLE THEFT,2020-06-09,17,254
3447,NARCOTICS,2020-06-09,13,254
3450,OFFENSE INVOLVING CHILDREN,2020-06-09,3,254
3441,OTHER OFFENSE,2020-06-09,31,254
3449,PUBLIC PEACE VIOLATION,2020-06-09,3,254
3448,ROBBERY,2020-06-09,10,254
3452,SEX OFFENSE,2020-06-09,2,254
3437,THEFT,2020-06-09,116,254
3444,WEAPONS VIOLATION,2020-06-09,24,254
3772,ARSON,2020-06-10,1,234
3758,ASSAULT,2020-06-10,50,234
3755,BATTERY,2020-06-10,112,234
3763,BURGLARY,2020-06-10,16,234
3757,CRIMINAL DAMAGE,2020-06-10,67,234
3774,CRIMINAL SEXUAL ASSAULT,2020-06-10,1,234
3765,CRIMINAL TRESPASS,2020-06-10,10,234
3759,DECEPTIVE PRACTICE,2020-06-10,39,234
3773,GAMBLING,2020-06-10,1,234
3775,HOMICIDE,2020-06-10,1,234
3768,INTERFERENCE WITH PUBLIC OFFICER,2020-06-10,3,234
3776,INTIMIDATION,2020-06-10,1,234
3762,MOTOR VEHICLE THEFT,2020-06-10,16,234
3766,NARCOTICS,2020-06-10,9,234
3770,OBSCENITY,2020-06-10,2,234
3767,OFFENSE INVOLVING CHILDREN,2020-06-10,4,234
3760,OTHER OFFENSE,2020-06-10,28,234
3771,PUBLIC PEACE VIOLATION,2020-06-10,2,234
3764,ROBBERY,2020-06-10,12,234
3769,SEX OFFENSE,2020-06-10,3,234
3756,THEFT,2020-06-10,95,234
3761,WEAPONS VIOLATION,2020-06-10,24,234
3125,ARSON,2020-06-11,3,201
3114,ASSAULT,2020-06-11,66,201
3111,BATTERY,2020-06-11,119,201
3120,BURGLARY,2020-06-11,20,201
3113,CRIMINAL DAMAGE,2020-06-11,72,201
3123,CRIMINAL SEXUAL ASSAULT,2020-06-11,5,201
3126,CRIMINAL TRESPASS,2020-06-11,3,201
3116,DECEPTIVE PRACTICE,2020-06-11,30,201
3127,HOMICIDE,2020-06-11,3,201
3129,INTIMIDATION,2020-06-11,1,201
3118,MOTOR VEHICLE THEFT,2020-06-11,24,201
3119,NARCOTICS,2020-06-11,21,201
3122,OFFENSE INVOLVING CHILDREN,2020-06-11,7,201
3115,OTHER OFFENSE,2020-06-11,30,201
3124,PUBLIC PEACE VIOLATION,2020-06-11,4,201
3121,ROBBERY,2020-06-11,18,201
3128,STALKING,2020-06-11,1,201
3112,THEFT,2020-06-11,98,201
3117,WEAPONS VIOLATION,2020-06-11,24,201
1294,ARSON,2020-06-12,2,248
1281,ASSAULT,2020-06-12,53,248
1278,BATTERY,2020-06-12,140,248
1285,BURGLARY,2020-06-12,23,248
1280,CRIMINAL DAMAGE,2020-06-12,83,248
1292,CRIMINAL SEXUAL ASSAULT,2020-06-12,4,248
1289,CRIMINAL TRESPASS,2020-06-12,12,248
1282,DECEPTIVE PRACTICE,2020-06-12,39,248
1296,INTIMIDATION,2020-06-12,1,248
1284,MOTOR VEHICLE THEFT,2020-06-12,30,248
1287,NARCOTICS,2020-06-12,17,248
1291,OFFENSE INVOLVING CHILDREN,2020-06-12,7,248
1283,OTHER OFFENSE,2020-06-12,31,248
1288,PROSTITUTION,2020-06-12,15,248
1293,PUBLIC PEACE VIOLATION,2020-06-12,4,248
1290,ROBBERY,2020-06-12,10,248
1295,SEX OFFENSE,2020-06-12,1,248
1279,THEFT,2020-06-12,114,248
1286,WEAPONS VIOLATION,2020-06-12,17,248
1371,ARSON,2020-06-13,1,121
1360,ASSAULT,2020-06-13,61,121
1357,BATTERY,2020-06-13,139,121
1364,BURGLARY,2020-06-13,17,121
1359,CRIMINAL DAMAGE,2020-06-13,74,121
1374,CRIMINAL SEXUAL ASSAULT,2020-06-13,1,121
1367,CRIMINAL TRESPASS,2020-06-13,14,121
1365,DECEPTIVE PRACTICE,2020-06-13,16,121
1375,HOMICIDE,2020-06-13,1,121
1377,INTERFERENCE WITH PUBLIC OFFICER,2020-06-13,1,121
1376,INTIMIDATION,2020-06-13,1,121
1361,MOTOR VEHICLE THEFT,2020-06-13,24,121
1368,NARCOTICS,2020-06-13,8,121
1370,OFFENSE INVOLVING CHILDREN,2020-06-13,2,121
1363,OTHER OFFENSE,2020-06-13,19,121
1373,PUBLIC PEACE VIOLATION,2020-06-13,1,121
1366,ROBBERY,2020-06-13,15,121
1369,SEX OFFENSE,2020-06-13,4,121
1372,STALKING,2020-06-13,1,121
1358,THEFT,2020-06-13,82,121
1362,WEAPONS VIOLATION,2020-06-13,20,121
1719,ARSON,2020-06-14,1,92
1704,ASSAULT,2020-06-14,63,92
1701,BATTERY,2020-06-14,134,92
1710,BURGLARY,2020-06-14,14,92
1703,CRIMINAL DAMAGE,2020-06-14,83,92
1712,CRIMINAL SEXUAL ASSAULT,2020-06-14,6,92
1713,CRIMINAL TRESPASS,2020-06-14,6,92
1708,DECEPTIVE PRACTICE,2020-06-14,23,92
1718,HOMICIDE,2020-06-14,2,92
1717,KIDNAPPING,2020-06-14,2,92
1706,MOTOR VEHICLE THEFT,2020-06-14,26,92
1714,NARCOTICS,2020-06-14,6,92
1711,OFFENSE INVOLVING CHILDREN,2020-06-14,8,92
1705,OTHER OFFENSE,2020-06-14,26,92
1716,PUBLIC PEACE VIOLATION,2020-06-14,3,92
1709,ROBBERY,2020-06-14,20,92
1715,SEX OFFENSE,2020-06-14,4,92
1720,STALKING,2020-06-14,1,92
1702,THEFT,2020-06-14,86,92
1707,WEAPONS VIOLATION,2020-06-14,24,92
1620,ARSON,2020-06-15,2,235
1607,ASSAULT,2020-06-15,55,235
1604,BATTERY,2020-06-15,136,235
1611,BURGLARY,2020-06-15,20,235
1606,CRIMINAL DAMAGE,2020-06-15,72,235
1615,CRIMINAL TRESPASS,2020-06-15,8,235
1608,DECEPTIVE PRACTICE,2020-06-15,43,235
1617,HOMICIDE,2020-06-15,4,235
1618,KIDNAPPING,2020-06-15,3,235
1610,MOTOR VEHICLE THEFT,2020-06-15,25,235
1614,NARCOTICS,2020-06-15,12,235
1616,OFFENSE INVOLVING CHILDREN,2020-06-15,5,235
1609,OTHER OFFENSE,2020-06-15,42,235
1619,PUBLIC PEACE VIOLATION,2020-06-15,3,235
1613,ROBBERY,2020-06-15,13,235
1621,SEX OFFENSE,2020-06-15,2,235
1605,THEFT,2020-06-15,109,235
1612,WEAPONS VIOLATION,2020-06-15,17,235
3596,ASSAULT,2020-06-16,44,212
3594,BATTERY,2020-06-16,111,212
3600,BURGLARY,2020-06-16,19,212
3595,CRIMINAL DAMAGE,2020-06-16,79,212
3612,CRIMINAL SEXUAL ASSAULT,2020-06-16,1,212
3603,CRIMINAL TRESPASS,2020-06-16,12,212
3597,DECEPTIVE PRACTICE,2020-06-16,41,212
3611,GAMBLING,2020-06-16,1,212
3609,HOMICIDE,2020-06-16,2,212
3613,INTERFERENCE WITH PUBLIC OFFICER,2020-06-16,1,212
3610,INTIMIDATION,2020-06-16,2,212
3599,MOTOR VEHICLE THEFT,2020-06-16,25,212
3604,NARCOTICS,2020-06-16,7,212
3607,OFFENSE INVOLVING CHILDREN,2020-06-16,3,212
3598,OTHER OFFENSE,2020-06-16,40,212
3605,PUBLIC PEACE VIOLATION,2020-06-16,6,212
3602,ROBBERY,2020-06-16,17,212
3606,SEX OFFENSE,2020-06-16,4,212
3608,STALKING,2020-06-16,2,212
3593,THEFT,2020-06-16,114,212
3601,WEAPONS VIOLATION,2020-06-16,19,212
1418,ARSON,2020-06-17,1,219
1403,ASSAULT,2020-06-17,57,219
1400,BATTERY,2020-06-17,137,219
1406,BURGLARY,2020-06-17,25,219
1402,CRIMINAL DAMAGE,2020-06-17,73,219
1415,CRIMINAL SEXUAL ASSAULT,2020-06-17,2,219
1412,CRIMINAL TRESPASS,2020-06-17,8,219
1404,DECEPTIVE PRACTICE,2020-06-17,49,219
1420,HOMICIDE,2020-06-17,1,219
1421,INTERFERENCE WITH PUBLIC OFFICER,2020-06-17,1,219
1413,KIDNAPPING,2020-06-17,2,219
1408,MOTOR VEHICLE THEFT,2020-06-17,17,219
1410,NARCOTICS,2020-06-17,14,219
1414,OFFENSE INVOLVING CHILDREN,2020-06-17,2,219
1405,OTHER OFFENSE,2020-06-17,35,219
1411,PROSTITUTION,2020-06-17,10,219
1417,PUBLIC PEACE VIOLATION,2020-06-17,2,219
1409,ROBBERY,2020-06-17,16,219
1416,SEX OFFENSE,2020-06-17,2,219
1419,STALKING,2020-06-17,1,219
1401,THEFT,2020-06-17,122,219
1407,WEAPONS VIOLATION,2020-06-17,23,219
1438,ARSON,2020-06-18,1,184
1425,ASSAULT,2020-06-18,58,184
1422,BATTERY,2020-06-18,137,184
1428,BURGLARY,2020-06-18,27,184
1424,CRIMINAL DAMAGE,2020-06-18,77,184
1435,CRIMINAL SEXUAL ASSAULT,2020-06-18,4,184
1433,CRIMINAL TRESPASS,2020-06-18,9,184
1426,DECEPTIVE PRACTICE,2020-06-18,44,184
1440,GAMBLING,2020-06-18,1,184
1434,HOMICIDE,2020-06-18,4,184
1442,INTERFERENCE WITH PUBLIC OFFICER,2020-06-18,1,184
1441,INTIMIDATION,2020-06-18,1,184
1439,KIDNAPPING,2020-06-18,1,184
1429,MOTOR VEHICLE THEFT,2020-06-18,25,184
1432,NARCOTICS,2020-06-18,11,184
1436,OFFENSE INVOLVING CHILDREN,2020-06-18,3,184
1427,OTHER OFFENSE,2020-06-18,39,184
1437,PUBLIC PEACE VIOLATION,2020-06-18,2,184
1431,ROBBERY,2020-06-18,20,184
1423,THEFT,2020-06-18,109,184
1430,WEAPONS VIOLATION,2020-06-18,21,184
1897,ARSON,2020-06-19,2,219
1885,ASSAULT,2020-06-19,60,219
1882,BATTERY,2020-06-19,132,219
1889,BURGLARY,2020-06-19,29,219
1900,CONCEALED CARRY LICENSE VIOLATION,2020-06-19,1,219
1884,CRIMINAL DAMAGE,2020-06-19,66,219
1896,CRIMINAL SEXUAL ASSAULT,2020-06-19,5,219
1892,CRIMINAL TRESPASS,2020-06-19,13,219
1886,DECEPTIVE PRACTICE,2020-06-19,41,219
1895,HOMICIDE,2020-06-19,6,219
1901,INTERFERENCE WITH PUBLIC OFFICER,2020-06-19,1,219
1888,MOTOR VEHICLE THEFT,2020-06-19,30,219
1893,NARCOTICS,2020-06-19,10,219
1894,OFFENSE INVOLVING CHILDREN,2020-06-19,7,219
1887,OTHER OFFENSE,2020-06-19,37,219
1899,PUBLIC PEACE VIOLATION,2020-06-19,1,219
1890,ROBBERY,2020-06-19,21,219
1898,STALKING,2020-06-19,2,219
1883,THEFT,2020-06-19,116,219
1891,WEAPONS VIOLATION,2020-06-19,14,219
220,ARSON,2020-06-20,3,125
207,ASSAULT,2020-06-20,78,125
204,BATTERY,2020-06-20,173,125
213,BURGLARY,2020-06-20,19,125
222,CONCEALED CARRY LICENSE VIOLATION,2020-06-20,1,125
206,CRIMINAL DAMAGE,2020-06-20,96,125
219,CRIMINAL SEXUAL ASSAULT,2020-06-20,4,125
215,CRIMINAL TRESPASS,2020-06-20,10,125
