, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
907,ARSON,2020-03-01,1,0
892,ASSAULT,2020-03-01,46,0
887,BATTERY,2020-03-01,147,0
897,BURGLARY,2020-03-01,15,0
903,CONCEALED CARRY LICENSE VIOLATION,2020-03-01,2,0
889,CRIMINAL DAMAGE,2020-03-01,102,0
899,CRIMINAL SEXUAL ASSAULT,2020-03-01,13,0
900,CRIMINAL TRESPASS,2020-03-01,10,0
891,DECEPTIVE PRACTICE,2020-03-01,51,0
905,HOMICIDE,2020-03-01,2,0
906,INTERFERENCE WITH PUBLIC OFFICER,2020-03-01,2,0
894,MOTOR VEHICLE THEFT,2020-03-01,23,0
893,NARCOTICS,2020-03-01,41,0
898,OFFENSE INVOLVING CHILDREN,2020-03-01,15,0
890,OTHER OFFENSE,2020-03-01,54,0
902,PUBLIC PEACE VIOLATION,2020-03-01,4,0
896,ROBBERY,2020-03-01,17,0
901,SEX OFFENSE,2020-03-01,9,0
904,STALKING,2020-03-01,2,0
888,THEFT,2020-03-01,133,0
895,WEAPONS VIOLATION,2020-03-01,21,0
1218,ASSAULT,2020-03-02,52,0
1216,BATTERY,2020-03-02,103,0
1226,BURGLARY,2020-03-02,14,0
1237,CONCEALED CARRY LICENSE VIOLATION,2020-03-02,1,0
1217,CRIMINAL DAMAGE,2020-03-02,66,0
1228,CRIMINAL SEXUAL ASSAULT,2020-03-02,5,0
1225,CRIMINAL TRESPASS,2020-03-02,14,0
1219,DECEPTIVE PRACTICE,2020-03-02,51,0
1231,HOMICIDE,2020-03-02,3,0
1227,INTERFERENCE WITH PUBLIC OFFICER,2020-03-02,7,0
1232,INTIMIDATION,2020-03-02,2,0
1235,KIDNAPPING,2020-03-02,1,0
1236,LIQUOR LAW VIOLATION,2020-03-02,1,0
1223,MOTOR VEHICLE THEFT,2020-03-02,17,0
1221,NARCOTICS,2020-03-02,31,0
1229,OFFENSE INVOLVING CHILDREN,2020-03-02,4,0
1234,OTHER NARCOTIC VIOLATION,2020-03-02,1,0
1220,OTHER OFFENSE,2020-03-02,43,0
1230,PUBLIC PEACE VIOLATION,2020-03-02,4,0
1224,ROBBERY,2020-03-02,15,0
1233,SEX OFFENSE,2020-03-02,2,0
1215,THEFT,2020-03-02,142,0
1222,WEAPONS VIOLATION,2020-03-02,19,0
707,ASSAULT,2020-03-03,60,0
705,BATTERY,2020-03-03,107,0
711,BURGLARY,2020-03-03,24,0
721,CONCEALED CARRY LICENSE VIOLATION,2020-03-03,1,0
708,CRIMINAL DAMAGE,2020-03-03,59,0
717,CRIMINAL SEXUAL ASSAULT,2020-03-03,5,0
712,CRIMINAL TRESPASS,2020-03-03,23,0
706,DECEPTIVE PRACTICE,2020-03-03,63,0
719,HOMICIDE,2020-03-03,2,0
718,INTERFERENCE WITH PUBLIC OFFICER,2020-03-03,4,0
714,MOTOR VEHICLE THEFT,2020-03-03,18,0
709,NARCOTICS,2020-03-03,40,0
716,OFFENSE INVOLVING CHILDREN,2020-03-03,7,0
710,OTHER OFFENSE,2020-03-03,39,0
715,ROBBERY,2020-03-03,7,0
720,SEX OFFENSE,2020-03-03,1,0
704,THEFT,2020-03-03,152,0
713,WEAPONS VIOLATION,2020-03-03,20,0
1086,ARSON,2020-03-04,1,0
1071,ASSAULT,2020-03-04,68,0
1070,BATTERY,2020-03-04,109,0
1077,BURGLARY,2020-03-04,17,0
1072,CRIMINAL DAMAGE,2020-03-04,57,0
1091,CRIMINAL SEXUAL ASSAULT,2020-03-04,1,0
1078,CRIMINAL TRESPASS,2020-03-04,17,0
1073,DECEPTIVE PRACTICE,2020-03-04,53,0
1090,GAMBLING,2020-03-04,1,0
1083,INTERFERENCE WITH PUBLIC OFFICER,2020-03-04,3,0
1085,KIDNAPPING,2020-03-04,2,0
1088,LIQUOR LAW VIOLATION,2020-03-04,1,0
1079,MOTOR VEHICLE THEFT,2020-03-04,13,0
1075,NARCOTICS,2020-03-04,42,0
1080,OFFENSE INVOLVING CHILDREN,2020-03-04,8,0
1074,OTHER OFFENSE,2020-03-04,51,0
1087,PROSTITUTION,2020-03-04,1,0
1084,PUBLIC PEACE VIOLATION,2020-03-04,2,0
1076,ROBBERY,2020-03-04,23,0
1082,SEX OFFENSE,2020-03-04,3,0
1089,STALKING,2020-03-04,1,0
1069,THEFT,2020-03-04,144,0
1081,WEAPONS VIOLATION,2020-03-04,6,0
1300,ASSAULT,2020-03-05,48,1
1298,BATTERY,2020-03-05,110,1
1305,BURGLARY,2020-03-05,15,1
1318,CONCEALED CARRY LICENSE VIOLATION,2020-03-05,1,1
1299,CRIMINAL DAMAGE,2020-03-05,59,1
1315,CRIMINAL SEXUAL ASSAULT,2020-03-05,2,1
1308,CRIMINAL TRESPASS,2020-03-05,10,1
1302,DECEPTIVE PRACTICE,2020-03-05,41,1
1317,GAMBLING,2020-03-05,1,1
1314,HOMICIDE,2020-03-05,2,1
1310,INTERFERENCE WITH PUBLIC OFFICER,2020-03-05,8,1
1316,LIQUOR LAW VIOLATION,2020-03-05,1,1
1304,MOTOR VEHICLE THEFT,2020-03-05,20,1
1303,NARCOTICS,2020-03-05,39,1
1309,OFFENSE INVOLVING CHILDREN,2020-03-05,10,1
1301,OTHER OFFENSE,2020-03-05,42,1
1311,PROSTITUTION,2020-03-05,6,1
1312,PUBLIC PEACE VIOLATION,2020-03-05,5,1
1307,ROBBERY,2020-03-05,12,1
1313,SEX OFFENSE,2020-03-05,3,1
1297,THEFT,2020-03-05,139,1
1306,WEAPONS VIOLATION,2020-03-05,13,1
619,ARSON,2020-03-06,1,3
606,ASSAULT,2020-03-06,54,3
603,BATTERY,2020-03-06,137,3
610,BURGLARY,2020-03-06,23,3
623,CONCEALED CARRY LICENSE VIOLATION,2020-03-06,1,3
604,CRIMINAL DAMAGE,2020-03-06,66,3
616,CRIMINAL SEXUAL ASSAULT,2020-03-06,5,3
613,CRIMINAL TRESPASS,2020-03-06,18,3
605,DECEPTIVE PRACTICE,2020-03-06,55,3
622,HOMICIDE,2020-03-06,1,3
617,INTERFERENCE WITH PUBLIC OFFICER,2020-03-06,4,3
620,LIQUOR LAW VIOLATION,2020-03-06,1,3
609,MOTOR VEHICLE THEFT,2020-03-06,32,3
608,NARCOTICS,2020-03-06,42,3
614,OFFENSE INVOLVING CHILDREN,2020-03-06,9,3
607,OTHER OFFENSE,2020-03-06,52,3
615,PUBLIC PEACE VIOLATION,2020-03-06,6,3
611,ROBBERY,2020-03-06,21,3
618,SEX OFFENSE,2020-03-06,3,3
621,STALKING,2020-03-06,1,3
602,THEFT,2020-03-06,153,3
612,WEAPONS VIOLATION,2020-03-06,20,3
1660,ARSON,2020-03-07,2,3
1646,ASSAULT,2020-03-07,44,3
1643,BATTERY,2020-03-07,135,3
1652,BURGLARY,2020-03-07,20,3
1645,CRIMINAL DAMAGE,2020-03-07,65,3
1655,CRIMINAL SEXUAL ASSAULT,2020-03-07,7,3
1653,CRIMINAL TRESPASS,2020-03-07,15,3
1647,DECEPTIVE PRACTICE,2020-03-07,36,3
1656,INTERFERENCE WITH PUBLIC OFFICER,2020-03-07,5,3
1662,LIQUOR LAW VIOLATION,2020-03-07,1,3
1654,MOTOR VEHICLE THEFT,2020-03-07,15,3
1650,NARCOTICS,2020-03-07,24,3
1657,OFFENSE INVOLVING CHILDREN,2020-03-07,4,3
1648,OTHER OFFENSE,2020-03-07,36,3
1659,PROSTITUTION,2020-03-07,4,3
1658,PUBLIC PEACE VIOLATION,2020-03-07,4,3
1649,ROBBERY,2020-03-07,26,3
1661,SEX OFFENSE,2020-03-07,2,3
1644,THEFT,2020-03-07,121,3
1651,WEAPONS VIOLATION,2020-03-07,22,3
869,ASSAULT,2020-03-08,57,3
866,BATTERY,2020-03-08,147,3
875,BURGLARY,2020-03-08,19,3
886,CONCEALED CARRY LICENSE VIOLATION,2020-03-08,1,3
868,CRIMINAL DAMAGE,2020-03-08,74,3
878,CRIMINAL SEXUAL ASSAULT,2020-03-08,6,3
877,CRIMINAL TRESPASS,2020-03-08,16,3
873,DECEPTIVE PRACTICE,2020-03-08,25,3
885,HOMICIDE,2020-03-08,1,3
879,INTERFERENCE WITH PUBLIC OFFICER,2020-03-08,6,3
874,MOTOR VEHICLE THEFT,2020-03-08,21,3
870,NARCOTICS,2020-03-08,40,3
882,OBSCENITY,2020-03-08,1,3
881,OFFENSE INVOLVING CHILDREN,2020-03-08,2,3
871,OTHER OFFENSE,2020-03-08,36,3
880,PUBLIC PEACE VIOLATION,2020-03-08,3,3
876,ROBBERY,2020-03-08,17,3
884,SEX OFFENSE,2020-03-08,1,3
883,STALKING,2020-03-08,1,3
867,THEFT,2020-03-08,135,3
872,WEAPONS VIOLATION,2020-03-08,25,3
2277,ASSAULT,2020-03-09,48,5
2275,BATTERY,2020-03-09,124,5
2282,BURGLARY,2020-03-09,21,5
2276,CRIMINAL DAMAGE,2020-03-09,49,5
2287,CRIMINAL SEXUAL ASSAULT,2020-03-09,3,5
2285,CRIMINAL TRESPASS,2020-03-09,12,5
2279,DECEPTIVE PRACTICE,2020-03-09,33,5
2292,HOMICIDE,2020-03-09,1,5
2294,INTERFERENCE WITH PUBLIC OFFICER,2020-03-09,1,5
2293,INTIMIDATION,2020-03-09,1,5
2281,MOTOR VEHICLE THEFT,2020-03-09,24,5
2280,NARCOTICS,2020-03-09,33,5
2286,OFFENSE INVOLVING CHILDREN,2020-03-09,12,5
2278,OTHER OFFENSE,2020-03-09,40,5
2289,PROSTITUTION,2020-03-09,3,5
2290,PUBLIC PEACE VIOLATION,2020-03-09,1,5
2283,ROBBERY,2020-03-09,18,5
2288,SEX OFFENSE,2020-03-09,3,5
2291,STALKING,2020-03-09,1,5
2274,THEFT,2020-03-09,127,5
2284,WEAPONS VIOLATION,2020-03-09,16,5
2169,ASSAULT,2020-03-10,49,11
2168,BATTERY,2020-03-10,106,11
2177,BURGLARY,2020-03-10,14,11
2188,CONCEALED CARRY LICENSE VIOLATION,2020-03-10,1,11
2170,CRIMINAL DAMAGE,2020-03-10,48,11
2180,CRIMINAL SEXUAL ASSAULT,2020-03-10,5,11
2176,CRIMINAL TRESPASS,2020-03-10,14,11
2173,DECEPTIVE PRACTICE,2020-03-10,37,11
2187,HOMICIDE,2020-03-10,1,11
2181,INTERFERENCE WITH PUBLIC OFFICER,2020-03-10,5,11
2186,LIQUOR LAW VIOLATION,2020-03-10,1,11
2174,MOTOR VEHICLE THEFT,2020-03-10,25,11
2172,NARCOTICS,2020-03-10,43,11
2179,OFFENSE INVOLVING CHILDREN,2020-03-10,7,11
2171,OTHER OFFENSE,2020-03-10,45,11
2182,PROSTITUTION,2020-03-10,4,11
2185,PUBLIC PEACE VIOLATION,2020-03-10,1,11
2178,ROBBERY,2020-03-10,9,11
2184,SEX OFFENSE,2020-03-10,2,11
2183,STALKING,2020-03-10,2,11
2167,THEFT,2020-03-10,129,11
2175,WEAPONS VIOLATION,2020-03-10,15,11
517,ARSON,2020-03-11,1,12
502,ASSAULT,2020-03-11,63,12
501,BATTERY,2020-03-11,100,12
509,BURGLARY,2020-03-11,15,12
503,CRIMINAL DAMAGE,2020-03-11,59,12
513,CRIMINAL SEXUAL ASSAULT,2020-03-11,3,12
508,CRIMINAL TRESPASS,2020-03-11,16,12
506,DECEPTIVE PRACTICE,2020-03-11,37,12
516,INTERFERENCE WITH PUBLIC OFFICER,2020-03-11,2,12
518,LIQUOR LAW VIOLATION,2020-03-11,1,12
507,MOTOR VEHICLE THEFT,2020-03-11,17,12
505,NARCOTICS,2020-03-11,39,12
512,OFFENSE INVOLVING CHILDREN,2020-03-11,3,12
504,OTHER OFFENSE,2020-03-11,46,12
514,PUBLIC PEACE VIOLATION,2020-03-11,3,12
510,ROBBERY,2020-03-11,12,12
515,SEX OFFENSE,2020-03-11,2,12
519,STALKING,2020-03-11,1,12
500,THEFT,2020-03-11,157,12
511,WEAPONS VIOLATION,2020-03-11,10,12
1686,ASSAULT,2020-03-12,60,21
1684,BATTERY,2020-03-12,134,21
1693,BURGLARY,2020-03-12,16,21
1687,CRIMINAL DAMAGE,2020-03-12,60,21
1699,CRIMINAL SEXUAL ASSAULT,2020-03-12,4,21
1691,CRIMINAL TRESPASS,2020-03-12,25,21
1690,DECEPTIVE PRACTICE,2020-03-12,46,21
1698,INTERFERENCE WITH PUBLIC OFFICER,2020-03-12,5,21
1692,MOTOR VEHICLE THEFT,2020-03-12,21,21
1689,NARCOTICS,2020-03-12,49,21
1697,OFFENSE INVOLVING CHILDREN,2020-03-12,6,21
1688,OTHER OFFENSE,2020-03-12,54,21
1696,PUBLIC PEACE VIOLATION,2020-03-12,9,21
1695,ROBBERY,2020-03-12,12,21
1700,SEX OFFENSE,2020-03-12,2,21
1685,THEFT,2020-03-12,117,21
1694,WEAPONS VIOLATION,2020-03-12,13,21
923,ARSON,2020-03-13,3,32
911,ASSAULT,2020-03-13,52,32
909,BATTERY,2020-03-13,129,32
917,BURGLARY,2020-03-13,23,32
910,CRIMINAL DAMAGE,2020-03-13,81,32
920,CRIMINAL SEXUAL ASSAULT,2020-03-13,5,32
919,CRIMINAL TRESPASS,2020-03-13,14,32
912,DECEPTIVE PRACTICE,2020-03-13,46,32
928,HOMICIDE,2020-03-13,1,32
921,INTERFERENCE WITH PUBLIC OFFICER,2020-03-13,4,32
929,INTIMIDATION,2020-03-13,1,32
925,LIQUOR LAW VIOLATION,2020-03-13,2,32
916,MOTOR VEHICLE THEFT,2020-03-13,24,32
913,NARCOTICS,2020-03-13,46,32
922,OFFENSE INVOLVING CHILDREN,2020-03-13,3,32
914,OTHER OFFENSE,2020-03-13,40,32
924,PUBLIC PEACE VIOLATION,2020-03-13,2,32
915,ROBBERY,2020-03-13,28,32
926,SEX OFFENSE,2020-03-13,2,32
927,STALKING,2020-03-13,1,32
908,THEFT,2020-03-13,147,32
918,WEAPONS VIOLATION,2020-03-13,18,32
665,ASSAULT,2020-03-14,52,31
662,BATTERY,2020-03-14,153,31
671,BURGLARY,2020-03-14,18,31
683,CONCEALED CARRY LICENSE VIOLATION,2020-03-14,1,31
664,CRIMINAL DAMAGE,2020-03-14,60,31
674,CRIMINAL SEXUAL ASSAULT,2020-03-14,5,31
672,CRIMINAL TRESPASS,2020-03-14,16,31
669,DECEPTIVE PRACTICE,2020-03-14,28,31
679,HOMICIDE,2020-03-14,3,31
676,INTERFERENCE WITH PUBLIC OFFICER,2020-03-14,5,31
680,KIDNAPPING,2020-03-14,1,31
681,LIQUOR LAW VIOLATION,2020-03-14,1,31
666,MOTOR VEHICLE THEFT,2020-03-14,38,31
667,NARCOTICS,2020-03-14,35,31
678,OFFENSE INVOLVING CHILDREN,2020-03-14,3,31
668,OTHER OFFENSE,2020-03-14,29,31
677,PUBLIC PEACE VIOLATION,2020-03-14,5,31
673,ROBBERY,2020-03-14,14,31
675,SEX OFFENSE,2020-03-14,5,31
682,STALKING,2020-03-14,1,31
663,THEFT,2020-03-14,124,31
670,WEAPONS VIOLATION,2020-03-14,19,31
687,ASSAULT,2020-03-15,47,40
684,BATTERY,2020-03-15,152,40
690,BURGLARY,2020-03-15,27,40
702,CONCEALED CARRY LICENSE VIOLATION,2020-03-15,1,40
686,CRIMINAL DAMAGE,2020-03-15,68,40
698,CRIMINAL SEXUAL ASSAULT,2020-03-15,3,40
693,CRIMINAL TRESPASS,2020-03-15,16,40
688,DECEPTIVE PRACTICE,2020-03-15,37,40
701,HOMICIDE,2020-03-15,1,40
703,INTERFERENCE WITH PUBLIC OFFICER,2020-03-15,1,40
692,MOTOR VEHICLE THEFT,2020-03-15,16,40
691,NARCOTICS,2020-03-15,22,40
697,OFFENSE INVOLVING CHILDREN,2020-03-15,6,40
689,OTHER OFFENSE,2020-03-15,35,40
699,PUBLIC PEACE VIOLATION,2020-03-15,3,40
694,ROBBERY,2020-03-15,15,40
696,SEX OFFENSE,2020-03-15,7,40
700,STALKING,2020-03-15,1,40
685,THEFT,2020-03-15,114,40
695,WEAPONS VIOLATION,2020-03-15,14,40
3146,ARSON,2020-03-16,2,78
3133,ASSAULT,2020-03-16,50,78
3131,BATTERY,2020-03-16,101,78
3138,BURGLARY,2020-03-16,17,78
3132,CRIMINAL DAMAGE,2020-03-16,53,78
3151,CRIMINAL SEXUAL ASSAULT,2020-03-16,1,78
3141,CRIMINAL TRESPASS,2020-03-16,11,78
3134,DECEPTIVE PRACTICE,2020-03-16,45,78
3145,HOMICIDE,2020-03-16,2,78
3143,INTERFERENCE WITH PUBLIC OFFICER,2020-03-16,4,78
3149,LIQUOR LAW VIOLATION,2020-03-16,1,78
3137,MOTOR VEHICLE THEFT,2020-03-16,20,78
3136,NARCOTICS,2020-03-16,29,78
3142,OFFENSE INVOLVING CHILDREN,2020-03-16,6,78
3148,OTHER NARCOTIC VIOLATION,2020-03-16,1,78
3135,OTHER OFFENSE,2020-03-16,36,78
3147,PUBLIC PEACE VIOLATION,2020-03-16,1,78
3139,ROBBERY,2020-03-16,13,78
3144,SEX OFFENSE,2020-03-16,3,78
3150,STALKING,2020-03-16,1,78
3130,THEFT,2020-03-16,118,78
3140,WEAPONS VIOLATION,2020-03-16,12,78
3391,ARSON,2020-03-17,2,96
3380,ASSAULT,2020-03-17,48,96
3377,BATTERY,2020-03-17,112,96
3387,BURGLARY,2020-03-17,14,96
3378,CRIMINAL DAMAGE,2020-03-17,64,96
3393,CRIMINAL SEXUAL ASSAULT,2020-03-17,2,96
3386,CRIMINAL TRESPASS,2020-03-17,17,96
3379,DECEPTIVE PRACTICE,2020-03-17,48,96
3392,GAMBLING,2020-03-17,2,96
3390,INTERFERENCE WITH PUBLIC OFFICER,2020-03-17,3,96
3395,KIDNAPPING,2020-03-17,1,96
3383,MOTOR VEHICLE THEFT,2020-03-17,21,96
3382,NARCOTICS,2020-03-17,29,96
3388,OFFENSE INVOLVING CHILDREN,2020-03-17,5,96
3381,OTHER OFFENSE,2020-03-17,43,96
3394,PUBLIC INDECENCY,2020-03-17,1,96
3389,PUBLIC PEACE VIOLATION,2020-03-17,5,96
3384,ROBBERY,2020-03-17,21,96
3376,THEFT,2020-03-17,116,96
3385,WEAPONS VIOLATION,2020-03-17,20,96
4272,ASSAULT,2020-03-18,54,162
4269,BATTERY,2020-03-18,107,162
4278,BURGLARY,2020-03-18,17,162
4271,CRIMINAL DAMAGE,2020-03-18,64,162
4286,CRIMINAL SEXUAL ASSAULT,2020-03-18,1,162
4279,CRIMINAL TRESPASS,2020-03-18,16,162
4276,DECEPTIVE PRACTICE,2020-03-18,23,162
4285,HOMICIDE,2020-03-18,1,162
4282,INTERFERENCE WITH PUBLIC OFFICER,2020-03-18,5,162
4274,MOTOR VEHICLE THEFT,2020-03-18,24,162
4275,NARCOTICS,2020-03-18,23,162
4284,OFFENSE INVOLVING CHILDREN,2020-03-18,3,162
4273,OTHER OFFENSE,2020-03-18,36,162
4283,PUBLIC PEACE VIOLATION,2020-03-18,3,162
4277,ROBBERY,2020-03-18,21,162
4281,SEX OFFENSE,2020-03-18,6,162
4270,THEFT,2020-03-18,107,162
4280,WEAPONS VIOLATION,2020-03-18,15,162
4147,ASSAULT,2020-03-19,39,184
4144,BATTERY,2020-03-19,109,184
4150,BURGLARY,2020-03-19,32,184
4146,CRIMINAL DAMAGE,2020-03-19,52,184
4155,CRIMINAL TRESPASS,2020-03-19,5,184
4148,DECEPTIVE PRACTICE,2020-03-19,32,184
4149,MOTOR VEHICLE THEFT,2020-03-19,32,184
4153,NARCOTICS,2020-03-19,17,184
4156,OFFENSE INVOLVING CHILDREN,2020-03-19,5,184
4151,OTHER OFFENSE,2020-03-19,26,184
4152,ROBBERY,2020-03-19,18,184
4157,SEX OFFENSE,2020-03-19,2,184
4158,STALKING,2020-03-19,1,184
4145,THEFT,2020-03-19,89,184
4154,WEAPONS VIOLATION,2020-03-19,12,184
3187,ARSON,2020-03-20,2,155
3177,ASSAULT,2020-03-20,39,155
3173,BATTERY,2020-03-20,118,155
3181,BURGLARY,2020-03-20,18,155
3175,CRIMINAL DAMAGE,2020-03-20,77,155
3185,CRIMINAL SEXUAL ASSAULT,2020-03-20,5,155
3184,CRIMINAL TRESPASS,2020-03-20,6,155
3176,DECEPTIVE PRACTICE,2020-03-20,41,155
3189,INTERFERENCE WITH PUBLIC OFFICER,2020-03-20,1,155
3179,MOTOR VEHICLE THEFT,2020-03-20,19,155
3183,NARCOTICS,2020-03-20,6,155
3186,OFFENSE INVOLVING CHILDREN,2020-03-20,4,155
3178,OTHER OFFENSE,2020-03-20,29,155
3180,ROBBERY,2020-03-20,18,155
3188,STALKING,2020-03-20,1,155
3174,THEFT,2020-03-20,98,155
3182,WEAPONS VIOLATION,2020-03-20,8,155
4471,ARSON,2020-03-21,2,125
4460,ASSAULT,2020-03-21,53,125
4457,BATTERY,2020-03-21,106,125
4465,BURGLARY,2020-03-21,16,125
4459,CRIMINAL DAMAGE,2020-03-21,54,125
4470,CRIMINAL SEXUAL ASSAULT,2020-03-21,3,125
4469,CRIMINAL TRESPASS,2020-03-21,4,125
4461,DECEPTIVE PRACTICE,2020-03-21,30,125
4473,KIDNAPPING,2020-03-21,1,125
4463,MOTOR VEHICLE THEFT,2020-03-21,18,125
4468,NARCOTICS,2020-03-21,6,125
4467,OFFENSE INVOLVING CHILDREN,2020-03-21,7,125
4462,OTHER OFFENSE,2020-03-21,24,125
4472,PUBLIC PEACE VIOLATION,2020-03-21,1,125
4466,ROBBERY,2020-03-21,15,125
4474,SEX OFFENSE,2020-03-21,1,125
4458,THEFT,2020-03-21,80,125
4464,WEAPONS VIOLATION,2020-03-21,18,125
4651,ASSAULT,2020-03-22,29,168
4648,BATTERY,2020-03-22,104,168
4654,BURGLARY,2020-03-22,15,168
4650,CRIMINAL DAMAGE,2020-03-22,47,168
4661,CRIMINAL SEXUAL ASSAULT,2020-03-22,4,168
4656,CRIMINAL TRESPASS,2020-03-22,9,168
4652,DECEPTIVE PRACTICE,2020-03-22,26,168
4666,HOMICIDE,2020-03-22,1,168
4667,INTERFERENCE WITH PUBLIC OFFICER,2020-03-22,1,168
4664,KIDNAPPING,2020-03-22,1,168
4657,MOTOR VEHICLE THEFT,2020-03-22,8,168
4658,NARCOTICS,2020-03-22,7,168
4660,OFFENSE INVOLVING CHILDREN,2020-03-22,4,168
4653,OTHER OFFENSE,2020-03-22,25,168
4662,PUBLIC PEACE VIOLATION,2020-03-22,2,168
4659,ROBBERY,2020-03-22,6,168
4663,SEX OFFENSE,2020-03-22,2,168
4665,STALKING,2020-03-22,1,168
4649,THEFT,2020-03-22,72,168
4655,WEAPONS VIOLATION,2020-03-22,12,168
6213,ARSON,2020-03-23,1,291
6203,ASSAULT,2020-03-23,31,291
6200,BATTERY,2020-03-23,83,291
6207,BURGLARY,2020-03-23,12,291
6201,CRIMINAL DAMAGE,2020-03-23,60,291
6208,CRIMINAL TRESPASS,2020-03-23,11,291
6202,DECEPTIVE PRACTICE,2020-03-23,34,291
6206,MOTOR VEHICLE THEFT,2020-03-23,14,291
6210,NARCOTICS,2020-03-23,9,291
6211,OFFENSE INVOLVING CHILDREN,2020-03-23,3,291
6204,OTHER OFFENSE,2020-03-23,23,291
6214,PUBLIC PEACE VIOLATION,2020-03-23,1,291
6205,ROBBERY,2020-03-23,15,291
6212,SEX OFFENSE,2020-03-23,2,291
6199,THEFT,2020-03-23,84,291
6209,WEAPONS VIOLATION,2020-03-23,10,291
4408,ASSAULT,2020-03-24,42,350
4405,BATTERY,2020-03-24,106,350
4411,BURGLARY,2020-03-24,19,350
4407,CRIMINAL DAMAGE,2020-03-24,54,350
4420,CRIMINAL SEXUAL ASSAULT,2020-03-24,1,350
4415,CRIMINAL TRESPASS,2020-03-24,9,350
4409,DECEPTIVE PRACTICE,2020-03-24,33,350
4419,KIDNAPPING,2020-03-24,1,350
4413,MOTOR VEHICLE THEFT,2020-03-24,12,350
4416,NARCOTICS,2020-03-24,3,350
4417,OFFENSE INVOLVING CHILDREN,2020-03-24,2,350
4410,OTHER OFFENSE,2020-03-24,31,350
4418,PROSTITUTION,2020-03-24,1,350
4412,ROBBERY,2020-03-24,16,350
4406,THEFT,2020-03-24,80,350
4414,WEAPONS VIOLATION,2020-03-24,12,350
5733,ARSON,2020-03-25,3,367
5723,ASSAULT,2020-03-25,49,367
5720,BATTERY,2020-03-25,94,367
5727,BURGLARY,2020-03-25,19,367
5722,CRIMINAL DAMAGE,2020-03-25,63,367
5735,CRIMINAL SEXUAL ASSAULT,2020-03-25,2,367
5730,CRIMINAL TRESPASS,2020-03-25,11,367
5724,DECEPTIVE PRACTICE,2020-03-25,33,367
5736,HOMICIDE,2020-03-25,1,367
5737,INTERFERENCE WITH PUBLIC OFFICER,2020-03-25,1,367
5726,MOTOR VEHICLE THEFT,2020-03-25,19,367
5731,NARCOTICS,2020-03-25,8,367
5725,OTHER OFFENSE,2020-03-25,30,367
5734,PUBLIC PEACE VIOLATION,2020-03-25,2,367
5729,ROBBERY,2020-03-25,12,367
5732,SEX OFFENSE,2020-03-25,4,367
5721,THEFT,2020-03-25,70,367
5728,WEAPONS VIOLATION,2020-03-25,17,367
5656,ARSON,2020-03-26,1,413
5643,ASSAULT,2020-03-26,48,413
5642,BATTERY,2020-03-26,91,413
5650,BURGLARY,2020-03-26,13,413
5644,CRIMINAL DAMAGE,2020-03-26,41,413
5653,CRIMINAL SEXUAL ASSAULT,2020-03-26,3,413
5651,CRIMINAL TRESPASS,2020-03-26,10,413
5645,DECEPTIVE PRACTICE,2020-03-26,28,413
5658,INTERFERENCE WITH PUBLIC OFFICER,2020-03-26,1,413
5647,MOTOR VEHICLE THEFT,2020-03-26,20,413
5652,NARCOTICS,2020-03-26,8,413
5655,OFFENSE INVOLVING CHILDREN,2020-03-26,2,413
5646,OTHER OFFENSE,2020-03-26,24,413
5657,PUBLIC PEACE VIOLATION,2020-03-26,1,413
5648,ROBBERY,2020-03-26,20,413
5654,SEX OFFENSE,2020-03-26,3,413
5641,THEFT,2020-03-26,94,413
5649,WEAPONS VIOLATION,2020-03-26,13,413
5798,ASSAULT,2020-03-27,39,404
5795,BATTERY,2020-03-27,92,404
5801,BURGLARY,2020-03-27,21,404
5812,CONCEALED CARRY LICENSE VIOLATION,2020-03-27,1,404
5797,CRIMINAL DAMAGE,2020-03-27,53,404
5808,CRIMINAL SEXUAL ASSAULT,2020-03-27,5,404
5805,CRIMINAL TRESPASS,2020-03-27,8,404
5799,DECEPTIVE PRACTICE,2020-03-27,29,404
5811,HOMICIDE,2020-03-27,1,404
5803,MOTOR VEHICLE THEFT,2020-03-27,16,404
5804,NARCOTICS,2020-03-27,9,404
5807,OFFENSE INVOLVING CHILDREN,2020-03-27,7,404
5800,OTHER OFFENSE,2020-03-27,28,404
5809,PUBLIC PEACE VIOLATION,2020-03-27,3,404
5806,ROBBERY,2020-03-27,7,404
5810,SEX OFFENSE,2020-03-27,1,404
5796,THEFT,2020-03-27,88,404
5802,WEAPONS VIOLATION,2020-03-27,16,404
1783,ASSAULT,2020-03-28,38,249
1780,BATTERY,2020-03-28,133,249
1787,BURGLARY,2020-03-28,21,249
1782,CRIMINAL DAMAGE,2020-03-28,51,249
1793,CRIMINAL SEXUAL ASSAULT,2020-03-28,2,249
1789,CRIMINAL TRESPASS,2020-03-28,12,249
1784,DECEPTIVE PRACTICE,2020-03-28,29,249
1795,HOMICIDE,2020-03-28,1,249
1786,MOTOR VEHICLE THEFT,2020-03-28,22,249
1791,NARCOTICS,2020-03-28,9,249
1785,OTHER OFFENSE,2020-03-28,25,249
1792,PUBLIC PEACE VIOLATION,2020-03-28,2,249
1790,ROBBERY,2020-03-28,12,249
1794,SEX OFFENSE,2020-03-28,1,249
1781,THEFT,2020-03-28,95,249
