, PRIMARY DESCRIPTION,Date,Counts
6068,PUBLIC PEACE VIOLATION,2020-05-25,2
3279,ROBBERY,2020-05-25,19
5906,SEX OFFENSE,2020-05-25,2
6535,STALKING,2020-05-25,1
632,THEFT,2020-05-25,89
1157,WEAPONS VIOLATION,2020-05-25,58
5574,ARSON,2020-05-26,2
1060,ASSAULT,2020-05-26,63
58,BATTERY,2020-05-26,151
4173,BURGLARY,2020-05-26,9
6966,CONCEALED CARRY LICENSE VIOLATION,2020-05-26,1
923,CRIMINAL DAMAGE,2020-05-26,70
5786,CRIMINAL SEXUAL ASSAULT,2020-05-26,2
3953,CRIMINAL TRESPASS,2020-05-26,12
2159,DECEPTIVE PRACTICE,2020-05-26,32
5408,HOMICIDE,2020-05-26,3
4599,INTERFERENCE WITH PUBLIC OFFICER,2020-05-26,5
6451,KIDNAPPING,2020-05-26,1
2268,MOTOR VEHICLE THEFT,2020-05-26,30
2545,NARCOTICS,2020-05-26,27
5049,OFFENSE INVOLVING CHILDREN,2020-05-26,4
2622,OTHER OFFENSE,2020-05-26,26
5319,PUBLIC PEACE VIOLATION,2020-05-26,3
3259,ROBBERY,2020-05-26,19
4657,SEX OFFENSE,2020-05-26,5
676,THEFT,2020-05-26,85
2600,WEAPONS VIOLATION,2020-05-26,26
5573,ARSON,2020-05-27,2
1183,ASSAULT,2020-05-27,57
224,BATTERY,2020-05-27,121
3462,BURGLARY,2020-05-27,17
984,CRIMINAL DAMAGE,2020-05-27,66
5782,CRIMINAL SEXUAL ASSAULT,2020-05-27,2
3624,CRIMINAL TRESPASS,2020-05-27,16
2164,DECEPTIVE PRACTICE,2020-05-27,32
5755,HOMICIDE,2020-05-27,2
7307,INTERFERENCE WITH PUBLIC OFFICER,2020-05-27,1
2876,MOTOR VEHICLE THEFT,2020-05-27,23
2265,NARCOTICS,2020-05-27,30
5060,OFFENSE INVOLVING CHILDREN,2020-05-27,4
1742,OTHER OFFENSE,2020-05-27,40
5320,PUBLIC PEACE VIOLATION,2020-05-27,3
2415,ROBBERY,2020-05-27,28
5910,SEX OFFENSE,2020-05-27,2
6550,STALKING,2020-05-27,1
499,THEFT,2020-05-27,98
2743,WEAPONS VIOLATION,2020-05-27,25
6216,ARSON,2020-05-28,1
898,ASSAULT,2020-05-28,71
124,BATTERY,2020-05-28,135
3448,BURGLARY,2020-05-28,18
6964,CONCEALED CARRY LICENSE VIOLATION,2020-05-28,1
1051,CRIMINAL DAMAGE,2020-05-28,63
5105,CRIMINAL SEXUAL ASSAULT,2020-05-28,3
4141,CRIMINAL TRESPASS,2020-05-28,10
2774,DECEPTIVE PRACTICE,2020-05-28,24
6878,HOMICIDE,2020-05-28,1
7308,INTERFERENCE WITH PUBLIC OFFICER,2020-05-28,1
5710,KIDNAPPING,2020-05-28,2
3055,MOTOR VEHICLE THEFT,2020-05-28,21
3265,NARCOTICS,2020-05-28,19
5852,OFFENSE INVOLVING CHILDREN,2020-05-28,2
2943,OTHER OFFENSE,2020-05-28,23
4960,PUBLIC PEACE VIOLATION,2020-05-28,4
3143,ROBBERY,2020-05-28,21
4943,SEX OFFENSE,2020-05-28,4
474,THEFT,2020-05-28,101
2918,WEAPONS VIOLATION,2020-05-28,23
5569,ARSON,2020-05-29,2
1496,ASSAULT,2020-05-29,46
223,BATTERY,2020-05-29,121
2212,BURGLARY,2020-05-29,31
653,CRIMINAL DAMAGE,2020-05-29,86
5799,CRIMINAL SEXUAL ASSAULT,2020-05-29,2
4299,CRIMINAL TRESPASS,2020-05-29,8
2133,DECEPTIVE PRACTICE,2020-05-29,32
4763,HOMICIDE,2020-05-29,5
5231,INTERFERENCE WITH PUBLIC OFFICER,2020-05-29,3
7082,INTIMIDATION,2020-05-29,1
2531,MOTOR VEHICLE THEFT,2020-05-29,27
3753,NARCOTICS,2020-05-29,15
4112,OFFENSE INVOLVING CHILDREN,2020-05-29,10
2304,OTHER OFFENSE,2020-05-29,30
4491,PROSTITUTION,2020-05-29,6
4416,PUBLIC PEACE VIOLATION,2020-05-29,7
2928,ROBBERY,2020-05-29,23
531,THEFT,2020-05-29,96
2379,WEAPONS VIOLATION,2020-05-29,29
3574,ARSON,2020-05-30,17
1379,ASSAULT,2020-05-30,50
45,BATTERY,2020-05-30,155
4,BURGLARY,2020-05-30,216
10,CRIMINAL DAMAGE,2020-05-30,182
5780,CRIMINAL SEXUAL ASSAULT,2020-05-30,2
4672,CRIMINAL TRESPASS,2020-05-30,5
4033,DECEPTIVE PRACTICE,2020-05-30,11
4313,HOMICIDE,2020-05-30,8
6060,INTERFERENCE WITH PUBLIC OFFICER,2020-05-30,2
1867,MOTOR VEHICLE THEFT,2020-05-30,37
4866,NARCOTICS,2020-05-30,4
6270,OFFENSE INVOLVING CHILDREN,2020-05-30,1
2632,OTHER OFFENSE,2020-05-30,26
1644,PUBLIC PEACE VIOLATION,2020-05-30,42
2126,ROBBERY,2020-05-30,32
5912,SEX OFFENSE,2020-05-30,2
318,THEFT,2020-05-30,113
3389,WEAPONS VIOLATION,2020-05-30,18
2459,ARSON,2020-05-31,28
1600,ASSAULT,2020-05-31,43
99,BATTERY,2020-05-31,139
0,BURGLARY,2020-05-31,581
6933,CONCEALED CARRY LICENSE VIOLATION,2020-05-31,1
1,CRIMINAL DAMAGE,2020-05-31,343
4938,CRIMINAL SEXUAL ASSAULT,2020-05-31,4
3338,CRIMINAL TRESPASS,2020-05-31,19
3113,DECEPTIVE PRACTICE,2020-05-31,21
3441,HOMICIDE,2020-05-31,18
6057,INTERFERENCE WITH PUBLIC OFFICER,2020-05-31,2
572,MOTOR VEHICLE THEFT,2020-05-31,93
4707,NARCOTICS,2020-05-31,5
4495,OFFENSE INVOLVING CHILDREN,2020-05-31,6
3345,OTHER OFFENSE,2020-05-31,19
3,PUBLIC PEACE VIOLATION,2020-05-31,309
734,ROBBERY,2020-05-31,81
5913,SEX OFFENSE,2020-05-31,2
143,THEFT,2020-05-31,132
1409,WEAPONS VIOLATION,2020-05-31,49
4016,ARSON,2020-06-01,11
1516,ASSAULT,2020-06-01,45
207,BATTERY,2020-06-01,124
175,BURGLARY,2020-06-01,128
56,CRIMINAL DAMAGE,2020-06-01,152
4708,CRIMINAL SEXUAL ASSAULT,2020-06-01,5
4272,CRIMINAL TRESPASS,2020-06-01,8
1079,DECEPTIVE PRACTICE,2020-06-01,62
4772,HOMICIDE,2020-06-01,5
5232,INTERFERENCE WITH PUBLIC OFFICER,2020-06-01,3
7083,INTIMIDATION,2020-06-01,1
1992,MOTOR VEHICLE THEFT,2020-06-01,34
3864,NARCOTICS,2020-06-01,13
4584,OFFENSE INVOLVING CHILDREN,2020-06-01,5
2011,OTHER OFFENSE,2020-06-01,34
1182,PUBLIC PEACE VIOLATION,2020-06-01,57
2331,ROBBERY,2020-06-01,30
4948,SEX OFFENSE,2020-06-01,4
6552,STALKING,2020-06-01,1
532,THEFT,2020-06-01,96
1276,WEAPONS VIOLATION,2020-06-01,54
4427,ARSON,2020-06-02,7
917,ASSAULT,2020-06-02,70
72,BATTERY,2020-06-02,145
1338,BURGLARY,2020-06-02,51
6963,CONCEALED CARRY LICENSE VIOLATION,2020-06-02,1
382,CRIMINAL DAMAGE,2020-06-02,108
5763,CRIMINAL SEXUAL ASSAULT,2020-06-02,2
4064,CRIMINAL TRESPASS,2020-06-02,11
2321,DECEPTIVE PRACTICE,2020-06-02,30
6879,HOMICIDE,2020-06-02,1
7309,INTERFERENCE WITH PUBLIC OFFICER,2020-06-02,1
2078,MOTOR VEHICLE THEFT,2020-06-02,33
4541,NARCOTICS,2020-06-02,6
6315,OBSCENITY,2020-06-02,1
4935,OFFENSE INVOLVING CHILDREN,2020-06-02,4
2461,OTHER OFFENSE,2020-06-02,28
3567,PUBLIC PEACE VIOLATION,2020-06-02,17
2835,ROBBERY,2020-06-02,24
6790,SEX OFFENSE,2020-06-02,1
843,THEFT,2020-06-02,74
1084,WEAPONS VIOLATION,2020-06-02,61
5017,ARSON,2020-06-03,4
946,ASSAULT,2020-06-03,68
165,BATTERY,2020-06-03,129
2623,BURGLARY,2020-06-03,26
5133,CONCEALED CARRY LICENSE VIOLATION,2020-06-03,3
479,CRIMINAL DAMAGE,2020-06-03,100
4712,CRIMINAL SEXUAL ASSAULT,2020-06-03,5
5342,CRIMINAL TRESPASS,2020-06-03,3
2728,DECEPTIVE PRACTICE,2020-06-03,25
6818,GAMBLING,2020-06-03,1
4881,HOMICIDE,2020-06-03,4
6048,INTERFERENCE WITH PUBLIC OFFICER,2020-06-03,2
5712,KIDNAPPING,2020-06-03,2
2302,MOTOR VEHICLE THEFT,2020-06-03,30
3860,NARCOTICS,2020-06-03,13
5891,OFFENSE INVOLVING CHILDREN,2020-06-03,2
2956,OTHER OFFENSE,2020-06-03,23
4104,PUBLIC PEACE VIOLATION,2020-06-03,10
2392,ROBBERY,2020-06-03,29
5915,SEX OFFENSE,2020-06-03,2
5514,STALKING,2020-06-03,2
612,THEFT,2020-06-03,90
1408,WEAPONS VIOLATION,2020-06-03,49
5188,ARSON,2020-06-04,3
1195,ASSAULT,2020-06-04,57
344,BATTERY,2020-06-04,111
3294,BURGLARY,2020-06-04,19
6934,CONCEALED CARRY LICENSE VIOLATION,2020-06-04,1
799,CRIMINAL DAMAGE,2020-06-04,77
5772,CRIMINAL SEXUAL ASSAULT,2020-06-04,2
4673,CRIMINAL TRESPASS,2020-06-04,5
2195,DECEPTIVE PRACTICE,2020-06-04,31
6819,GAMBLING,2020-06-04,1
5407,HOMICIDE,2020-06-04,3
7310,INTERFERENCE WITH PUBLIC OFFICER,2020-06-04,1
5779,INTIMIDATION,2020-06-04,2
2337,MOTOR VEHICLE THEFT,2020-06-04,29
3756,NARCOTICS,2020-06-04,15
5321,OFFENSE INVOLVING CHILDREN,2020-06-04,3
1843,OTHER OFFENSE,2020-06-04,37
4768,PUBLIC PEACE VIOLATION,2020-06-04,5
3422,ROBBERY,2020-06-04,18
5268,SEX OFFENSE,2020-06-04,3
922,THEFT,2020-06-04,70
1957,WEAPONS VIOLATION,2020-06-04,35
1567,ASSAULT,2020-06-05,44
295,BATTERY,2020-06-05,115
3491,BURGLARY,2020-06-05,17
987,CRIMINAL DAMAGE,2020-06-05,66
5101,CRIMINAL SEXUAL ASSAULT,2020-06-05,3
4254,CRIMINAL TRESPASS,2020-06-05,8
2192,DECEPTIVE PRACTICE,2020-06-05,31
6880,HOMICIDE,2020-06-05,1
1857,MOTOR VEHICLE THEFT,2020-06-05,37
3853,NARCOTICS,2020-06-05,14
4749,OFFENSE INVOLVING CHILDREN,2020-06-05,5
2049,OTHER OFFENSE,2020-06-05,33
4460,PUBLIC PEACE VIOLATION,2020-06-05,6
3425,ROBBERY,2020-06-05,18
6791,SEX OFFENSE,2020-06-05,1
6553,STALKING,2020-06-05,1
501,THEFT,2020-06-05,98
1629,WEAPONS VIOLATION,2020-06-05,42
5037,ARSON,2020-06-06,4
1329,ASSAULT,2020-06-06,52
159,BATTERY,2020-06-06,130
3407,BURGLARY,2020-06-06,18
6935,CONCEALED CARRY LICENSE VIOLATION,2020-06-06,1
953,CRIMINAL DAMAGE,2020-06-06,68
5802,CRIMINAL SEXUAL ASSAULT,2020-06-06,2
4213,CRIMINAL TRESPASS,2020-06-06,9
2362,DECEPTIVE PRACTICE,2020-06-06,29
6881,HOMICIDE,2020-06-06,1
7311,INTERFERENCE WITH PUBLIC OFFICER,2020-06-06,1
2636,MOTOR VEHICLE THEFT,2020-06-06,26
4434,NARCOTICS,2020-06-06,7
5429,OFFENSE INVOLVING CHILDREN,2020-06-06,3
2245,OTHER OFFENSE,2020-06-06,31
5322,PUBLIC PEACE VIOLATION,2020-06-06,3
3431,ROBBERY,2020-06-06,18
5922,SEX OFFENSE,2020-06-06,2
6554,STALKING,2020-06-06,1
585,THEFT,2020-06-06,92
2229,WEAPONS VIOLATION,2020-06-06,31
6185,ARSON,2020-06-07,1
1187,ASSAULT,2020-06-07,57
127,BATTERY,2020-06-07,134
3496,BURGLARY,2020-06-07,17
6936,CONCEALED CARRY LICENSE VIOLATION,2020-06-07,1
797,CRIMINAL DAMAGE,2020-06-07,77
5100,CRIMINAL SEXUAL ASSAULT,2020-06-07,3
4070,CRIMINAL TRESPASS,2020-06-07,10
2074,DECEPTIVE PRACTICE,2020-06-07,33
6820,GAMBLING,2020-06-07,1
4891,HOMICIDE,2020-06-07,4
7312,INTERFERENCE WITH PUBLIC OFFICER,2020-06-07,1
1856,MOTOR VEHICLE THEFT,2020-06-07,37
4231,NARCOTICS,2020-06-07,9
4472,OFFENSE INVOLVING CHILDREN,2020-06-07,6
2246,OTHER OFFENSE,2020-06-07,31
5323,PUBLIC PEACE VIOLATION,2020-06-07,3
3770,ROBBERY,2020-06-07,14
4950,SEX OFFENSE,2020-06-07,4
815,THEFT,2020-06-07,76
1990,WEAPONS VIOLATION,2020-06-07,34
6184,ARSON,2020-06-08,1
1875,ASSAULT,2020-06-08,37
365,BATTERY,2020-06-08,109
3136,BURGLARY,2020-06-08,21
880,CRIMINAL DAMAGE,2020-06-08,72
6840,CRIMINAL SEXUAL ASSAULT,2020-06-08,1
4259,CRIMINAL TRESPASS,2020-06-08,8
1240,DECEPTIVE PRACTICE,2020-06-08,55
5406,HOMICIDE,2020-06-08,3
6024,INTERFERENCE WITH PUBLIC OFFICER,2020-06-08,2
7084,INTIMIDATION,2020-06-08,1
3090,MOTOR VEHICLE THEFT,2020-06-08,21
4086,NARCOTICS,2020-06-08,10
6316,OBSCENITY,2020-06-08,1
4454,OFFENSE INVOLVING CHILDREN,2020-06-08,6
3199,OTHER OFFENSE,2020-06-08,20
5324,PUBLIC PEACE VIOLATION,2020-06-08,3
3994,ROBBERY,2020-06-08,12
4483,SEX OFFENSE,2020-06-08,6
6555,STALKING,2020-06-08,1
491,THEFT,2020-06-08,99
1913,WEAPONS VIOLATION,2020-06-08,36
6183,ARSON,2020-06-09,1
1881,ASSAULT,2020-06-09,37
477,BATTERY,2020-06-09,100
2754,BURGLARY,2020-06-09,24
1016,CRIMINAL DAMAGE,2020-06-09,65
3709,CRIMINAL TRESPASS,2020-06-09,15
2363,DECEPTIVE PRACTICE,2020-06-09,29
5718,HOMICIDE,2020-06-09,2
7085,INTIMIDATION,2020-06-09,1
6452,KIDNAPPING,2020-06-09,1
3572,MOTOR VEHICLE THEFT,2020-06-09,17
3868,NARCOTICS,2020-06-09,13
5423,OFFENSE INVOLVING CHILDREN,2020-06-09,3
2248,OTHER OFFENSE,2020-06-09,31
5325,PUBLIC PEACE VIOLATION,2020-06-09,3
4129,ROBBERY,2020-06-09,10
5905,SEX OFFENSE,2020-06-09,2
289,THEFT,2020-06-09,116
2764,WEAPONS VIOLATION,2020-06-09,24
6182,ARSON,2020-06-10,1
1375,ASSAULT,2020-06-10,50
325,BATTERY,2020-06-10,112
3654,BURGLARY,2020-06-10,16
968,CRIMINAL DAMAGE,2020-06-10,67
6841,CRIMINAL SEXUAL ASSAULT,2020-06-10,1
4142,CRIMINAL TRESPASS,2020-06-10,10
1770,DECEPTIVE PRACTICE,2020-06-10,39
6821,GAMBLING,2020-06-10,1
6882,HOMICIDE,2020-06-10,1
5225,INTERFERENCE WITH PUBLIC OFFICER,2020-06-10,3
7086,INTIMIDATION,2020-06-10,1
3646,MOTOR VEHICLE THEFT,2020-06-10,16
4232,NARCOTICS,2020-06-10,9
5962,OBSCENITY,2020-06-10,2
4832,OFFENSE INVOLVING CHILDREN,2020-06-10,4
2428,OTHER OFFENSE,2020-06-10,28
6018,PUBLIC PEACE VIOLATION,2020-06-10,2
3947,ROBBERY,2020-06-10,12
5269,SEX OFFENSE,2020-06-10,3
550,THEFT,2020-06-10,95
2751,WEAPONS VIOLATION,2020-06-10,24
5187,ARSON,2020-06-11,3
979,ASSAULT,2020-06-11,66
250,BATTERY,2020-06-11,119
3165,BURGLARY,2020-06-11,20
875,CRIMINAL DAMAGE,2020-06-11,72
4696,CRIMINAL SEXUAL ASSAULT,2020-06-11,5
5341,CRIMINAL TRESPASS,2020-06-11,3
2318,DECEPTIVE PRACTICE,2020-06-11,30
5405,HOMICIDE,2020-06-11,3
7087,INTIMIDATION,2020-06-11,1
2776,MOTOR VEHICLE THEFT,2020-06-11,24
3150,NARCOTICS,2020-06-11,21
4376,OFFENSE INVOLVING CHILDREN,2020-06-11,7
2312,OTHER OFFENSE,2020-06-11,30
5001,PUBLIC PEACE VIOLATION,2020-06-11,4
3433,ROBBERY,2020-06-11,18
6556,STALKING,2020-06-11,1
503,THEFT,2020-06-11,98
2766,WEAPONS VIOLATION,2020-06-11,24
5557,ARSON,2020-06-12,2
1286,ASSAULT,2020-06-12,53
92,BATTERY,2020-06-12,140
2921,BURGLARY,2020-06-12,23
706,CRIMINAL DAMAGE,2020-06-12,83
4944,CRIMINAL SEXUAL ASSAULT,2020-06-12,4
3970,CRIMINAL TRESPASS,2020-06-12,12
1762,DECEPTIVE PRACTICE,2020-06-12,39
7088,INTIMIDATION,2020-06-12,1
2296,MOTOR VEHICLE THEFT,2020-06-12,30
3550,NARCOTICS,2020-06-12,17
4348,OFFENSE INVOLVING CHILDREN,2020-06-12,7
2250,OTHER OFFENSE,2020-06-12,31
3723,PROSTITUTION,2020-06-12,15
4994,PUBLIC PEACE VIOLATION,2020-06-12,4
4095,ROBBERY,2020-06-12,10
6792,SEX OFFENSE,2020-06-12,1
307,THEFT,2020-06-12,114
3523,WEAPONS VIOLATION,2020-06-12,17
6181,ARSON,2020-06-13,1
1092,ASSAULT,2020-06-13,61
100,BATTERY,2020-06-13,139
3507,BURGLARY,2020-06-13,17
850,CRIMINAL DAMAGE,2020-06-13,74
6842,CRIMINAL SEXUAL ASSAULT,2020-06-13,1
3795,CRIMINAL TRESPASS,2020-06-13,14
3590,DECEPTIVE PRACTICE,2020-06-13,16
6883,HOMICIDE,2020-06-13,1
7313,INTERFERENCE WITH PUBLIC OFFICER,2020-06-13,1
7089,INTIMIDATION,2020-06-13,1
2778,MOTOR VEHICLE THEFT,2020-06-13,24
4295,NARCOTICS,2020-06-13,8
5708,OFFENSE INVOLVING CHILDREN,2020-06-13,2
3301,OTHER OFFENSE,2020-06-13,19
6706,PUBLIC PEACE VIOLATION,2020-06-13,1
3761,ROBBERY,2020-06-13,15
4957,SEX OFFENSE,2020-06-13,4
6557,STALKING,2020-06-13,1
731,THEFT,2020-06-13,82
3161,WEAPONS VIOLATION,2020-06-13,20
6168,ARSON,2020-06-14,1
1055,ASSAULT,2020-06-14,63
126,BATTERY,2020-06-14,134
3831,BURGLARY,2020-06-14,14
707,CRIMINAL DAMAGE,2020-06-14,83
4494,CRIMINAL SEXUAL ASSAULT,2020-06-14,6
4522,CRIMINAL TRESPASS,2020-06-14,6
2900,DECEPTIVE PRACTICE,2020-06-14,23
5723,HOMICIDE,2020-06-14,2
5713,KIDNAPPING,2020-06-14,2
2639,MOTOR VEHICLE THEFT,2020-06-14,26
4544,NARCOTICS,2020-06-14,6
4336,OFFENSE INVOLVING CHILDREN,2020-06-14,8
2603,OTHER OFFENSE,2020-06-14,26
5326,PUBLIC PEACE VIOLATION,2020-06-14,3
3257,ROBBERY,2020-06-14,20
4916,SEX OFFENSE,2020-06-14,4
6558,STALKING,2020-06-14,1
656,THEFT,2020-06-14,86
2752,WEAPONS VIOLATION,2020-06-14,24
5568,ARSON,2020-06-15,2
1223,ASSAULT,2020-06-15,55
117,BATTERY,2020-06-15,136
3162,BURGLARY,2020-06-15,20
871,CRIMINAL DAMAGE,2020-06-15,72
4261,CRIMINAL TRESPASS,2020-06-15,8
1582,DECEPTIVE PRACTICE,2020-06-15,43
4807,HOMICIDE,2020-06-15,4
5170,KIDNAPPING,2020-06-15,3
2665,MOTOR VEHICLE THEFT,2020-06-15,25
3995,NARCOTICS,2020-06-15,12
4767,OFFENSE INVOLVING CHILDREN,2020-06-15,5
1625,OTHER OFFENSE,2020-06-15,42
5327,PUBLIC PEACE VIOLATION,2020-06-15,3
3930,ROBBERY,2020-06-15,13
5890,SEX OFFENSE,2020-06-15,2
372,THEFT,2020-06-15,109
3524,WEAPONS VIOLATION,2020-06-15,17
1568,ASSAULT,2020-06-16,44
345,BATTERY,2020-06-16,111
3297,BURGLARY,2020-06-16,19
773,CRIMINAL DAMAGE,2020-06-16,79
6843,CRIMINAL SEXUAL ASSAULT,2020-06-16,1
3951,CRIMINAL TRESPASS,2020-06-16,12
1687,DECEPTIVE PRACTICE,2020-06-16,41
6822,GAMBLING,2020-06-16,1
5724,HOMICIDE,2020-06-16,2
7314,INTERFERENCE WITH PUBLIC OFFICER,2020-06-16,1
5761,INTIMIDATION,2020-06-16,2
2663,MOTOR VEHICLE THEFT,2020-06-16,25
4435,NARCOTICS,2020-06-16,7
5401,OFFENSE INVOLVING CHILDREN,2020-06-16,3
1739,OTHER OFFENSE,2020-06-16,40
4465,PUBLIC PEACE VIOLATION,2020-06-16,6
3536,ROBBERY,2020-06-16,17
4922,SEX OFFENSE,2020-06-16,4
5520,STALKING,2020-06-16,2
308,THEFT,2020-06-16,114
3307,WEAPONS VIOLATION,2020-06-16,19
6177,ARSON,2020-06-17,1
1177,ASSAULT,2020-06-17,57
102,BATTERY,2020-06-17,137
2710,BURGLARY,2020-06-17,25
854,CRIMINAL DAMAGE,2020-06-17,73
5817,CRIMINAL SEXUAL ASSAULT,2020-06-17,2
4256,CRIMINAL TRESPASS,2020-06-17,8
1394,DECEPTIVE PRACTICE,2020-06-17,49
6884,HOMICIDE,2020-06-17,1
7315,INTERFERENCE WITH PUBLIC OFFICER,2020-06-17,1
5705,KIDNAPPING,2020-06-17,2
3510,MOTOR VEHICLE THEFT,2020-06-17,17
3843,NARCOTICS,2020-06-17,14
5728,OFFENSE INVOLVING CHILDREN,2020-06-17,2
1984,OTHER OFFENSE,2020-06-17,35
4100,PROSTITUTION,2020-06-17,10
6009,PUBLIC PEACE VIOLATION,2020-06-17,2
3600,ROBBERY,2020-06-17,16
5892,SEX OFFENSE,2020-06-17,2
6559,STALKING,2020-06-17,1
220,THEFT,2020-06-17,122
2862,WEAPONS VIOLATION,2020-06-17,23
6175,ARSON,2020-06-18,1
1166,ASSAULT,2020-06-18,58
103,BATTERY,2020-06-18,137
2511,BURGLARY,2020-06-18,27
802,CRIMINAL DAMAGE,2020-06-18,77
5065,CRIMINAL SEXUAL ASSAULT,2020-06-18,4
4176,CRIMINAL TRESPASS,2020-06-18,9
1556,DECEPTIVE PRACTICE,2020-06-18,44
6823,GAMBLING,2020-06-18,1
4806,HOMICIDE,2020-06-18,4
7316,INTERFERENCE WITH PUBLIC OFFICER,2020-06-18,1
7090,INTIMIDATION,2020-06-18,1
6453,KIDNAPPING,2020-06-18,1
2672,MOTOR VEHICLE THEFT,2020-06-18,25
4044,NARCOTICS,2020-06-18,11
5404,OFFENSE INVOLVING CHILDREN,2020-06-18,3
1764,OTHER OFFENSE,2020-06-18,39
6008,PUBLIC PEACE VIOLATION,2020-06-18,2
3256,ROBBERY,2020-06-18,20
369,THEFT,2020-06-18,109
3135,WEAPONS VIOLATION,2020-06-18,21
5546,ARSON,2020-06-19,2
1107,ASSAULT,2020-06-19,60
140,BATTERY,2020-06-19,132
2375,BURGLARY,2020-06-19,29
6937,CONCEALED CARRY LICENSE VIOLATION,2020-06-19,1
993,CRIMINAL DAMAGE,2020-06-19,66
4717,CRIMINAL SEXUAL ASSAULT,2020-06-19,5
3905,CRIMINAL TRESPASS,2020-06-19,13
1665,DECEPTIVE PRACTICE,2020-06-19,41
4524,HOMICIDE,2020-06-19,6
7317,INTERFERENCE WITH PUBLIC OFFICER,2020-06-19,1
2292,MOTOR VEHICLE THEFT,2020-06-19,30
4103,NARCOTICS,2020-06-19,10
4419,OFFENSE INVOLVING CHILDREN,2020-06-19,7
1850,OTHER OFFENSE,2020-06-19,37
6707,PUBLIC PEACE VIOLATION,2020-06-19,1
3081,ROBBERY,2020-06-19,21
5556,STALKING,2020-06-19,2
275,THEFT,2020-06-19,116
3828,WEAPONS VIOLATION,2020-06-19,14
5122,ARSON,2020-06-20,3
783,ASSAULT,2020-06-20,78
17,BATTERY,2020-06-20,173
3315,BURGLARY,2020-06-20,19
6938,CONCEALED CARRY LICENSE VIOLATION,2020-06-20,1
536,CRIMINAL DAMAGE,2020-06-20,96
5046,CRIMINAL SEXUAL ASSAULT,2020-06-20,4
4140,CRIMINAL TRESPASS,2020-06-20,10
2089,DECEPTIVE PRACTICE,2020-06-20,33
4782,HOMICIDE,2020-06-20,5
7318,INTERFERENCE WITH PUBLIC OFFICER,2020-06-20,1
3159,MOTOR VEHICLE THEFT,2020-06-20,20
4384,NARCOTICS,2020-06-20,7
4021,OFFENSE INVOLVING CHILDREN,2020-06-20,11
1938,OTHER OFFENSE,2020-06-20,36
6708,PUBLIC PEACE VIOLATION,2020-06-20,1
2537,ROBBERY,2020-06-20,27
4923,SEX OFFENSE,2020-06-20,4
500,THEFT,2020-06-20,98
2657,WEAPONS VIOLATION,2020-06-20,26
4751,ARSON,2020-06-21,5
1303,ASSAULT,2020-06-21,53
21,BATTERY,2020-06-21,171
4251,BURGLARY,2020-06-21,8
610,CRIMINAL DAMAGE,2020-06-21,90
6844,CRIMINAL SEXUAL ASSAULT,2020-06-21,1
4556,CRIMINAL TRESPASS,2020-06-21,6
2086,DECEPTIVE PRACTICE,2020-06-21,33
4804,HOMICIDE,2020-06-21,4
5762,INTIMIDATION,2020-06-21,2
2670,MOTOR VEHICLE THEFT,2020-06-21,25
4285,NARCOTICS,2020-06-21,8
4886,OFFENSE INVOLVING CHILDREN,2020-06-21,4
2589,OTHER OFFENSE,2020-06-21,26
5328,PUBLIC PEACE VIOLATION,2020-06-21,3
3712,ROBBERY,2020-06-21,15
4596,SEX OFFENSE,2020-06-21,5
5561,STALKING,2020-06-21,2
368,THEFT,2020-06-21,109
2874,WEAPONS VIOLATION,2020-06-21,23
932,ASSAULT,2020-06-22,69
37,BATTERY,2020-06-22,158
3432,BURGLARY,2020-06-22,18
6939,CONCEALED CARRY LICENSE VIOLATION,2020-06-22,1
378,CRIMINAL DAMAGE,2020-06-22,108
4750,CRIMINAL SEXUAL ASSAULT,2020-06-22,5
4139,CRIMINAL TRESPASS,2020-06-22,10
2085,DECEPTIVE PRACTICE,2020-06-22,33
4765,HOMICIDE,2020-06-22,5
7319,INTERFERENCE WITH PUBLIC OFFICER,2020-06-22,1
5198,INTIMIDATION,2020-06-22,3
2916,MOTOR VEHICLE THEFT,2020-06-22,23
4247,NARCOTICS,2020-06-22,9
4040,OFFENSE INVOLVING CHILDREN,2020-06-22,11
1607,OTHER OFFENSE,2020-06-22,43
6709,PUBLIC PEACE VIOLATION,2020-06-22,1
3038,ROBBERY,2020-06-22,22
6560,STALKING,2020-06-22,1
189,THEFT,2020-06-22,126
3359,WEAPONS VIOLATION,2020-06-22,19
5529,ARSON,2020-06-23,2
1481,ASSAULT,2020-06-23,47
168,BATTERY,2020-06-23,128
3132,BURGLARY,2020-06-23,21
6940,CONCEALED CARRY LICENSE VIOLATION,2020-06-23,1
876,CRIMINAL DAMAGE,2020-06-23,72
5698,CRIMINAL SEXUAL ASSAULT,2020-06-23,2
3904,CRIMINAL TRESPASS,2020-06-23,13
1803,DECEPTIVE PRACTICE,2020-06-23,38
5717,HOMICIDE,2020-06-23,2
7320,INTERFERENCE WITH PUBLIC OFFICER,2020-06-23,1
6454,KIDNAPPING,2020-06-23,1
2436,MOTOR VEHICLE THEFT,2020-06-23,28
4099,NARCOTICS,2020-06-23,10
5739,OFFENSE INVOLVING CHILDREN,2020-06-23,2
1815,OTHER OFFENSE,2020-06-23,38
5309,PUBLIC PEACE VIOLATION,2020-06-23,3
3060,ROBBERY,2020-06-23,21
